School Number,School Type,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment
167517,Public,60,65,55,75,70,0,0,0
171026,Public,0,0,0,0,0,120,115,115
171280,Public,20,25,25,35,50,35,0,0
173363,Public,45,60,50,55,40,0,0,0
173495,Public,55,55,60,60,40,50,95,100
176796,Public,15,20,25,45,20,65,30,40
177261,Public,65,50,55,60,30,0,0,0
329134,Public,25,25,25,25,35,25,30,35
126195,Public,20,20,20,15,15,25,15,15
185680,Public,15,35,15,40,25,0,0,0
186759,Public,45,15,30,15,25,20,55,45
190780,Public,25,15,15,15,10,10,0,0
361348,Public,30,15,20,20,20,0,0,0
190918,Public,10,25,25,20,10,40,55,55
191485,Public,25,15,20,40,55,85,0,0
191957,Public,35,35,35,25,35,50,25,45
193518,Public,50,50,50,65,55,55,45,45
195073,Public,30,40,25,25,25,0,0,0
195464,Public,65,50,50,55,65,65,115,105
196371,Public,40,40,50,35,25,0,0,0
196550,Public,60,40,45,60,60,0,0,0
197319,Public,0,0,0,0,0,0,80,75
198781,Public,40,25,20,35,30,20,20,30
198846,Public,25,30,25,25,30,0,0,0
286850,Public,20,25,20,75,75,100,160,165
201510,Public,115,115,100,80,80,0,0,0
203262,Public,40,35,40,55,45,40,0,0
511195,Public,0,0,0,0,0,0,0,0
207942,Public,15,15,15,40,25,20,20,20
20486,Public,25,35,30,30,25,20,0,0
210714,Public,100,110,95,110,105,115,0,0
211060,Public,50,50,35,60,40,40,35,35
211320,Public,35,20,30,35,35,40,35,40
211451,Public,20,20,30,15,20,30,0,0
211842,Public,20,10,15,35,35,0,0,0
211974,Public,45,30,20,30,40,50,35,30
212750,Public,20,20,15,25,15,20,0,0
212881,Public,25,15,15,15,20,15,20,30
213144,Public,30,25,30,20,20,0,0,0
213403,Public,40,45,40,55,60,35,40,0
213535,Public,45,50,35,40,100,115,80,115
216003,Public,35,35,30,30,25,35,0,0
216402,Public,60,60,55,60,60,70,0,0
216780,Public,75,65,55,50,45,0,0,0
216917,Public,0,0,0,0,0,0,195,225
217697,Public,70,40,50,50,60,85,0,0
217824,Public,35,35,35,55,35,25,0,0
220345,Public,0,0,0,0,0,0,330,330
221597,Public,45,35,30,30,40,30,0,0
529567,Public,0,0,0,0,0,110,110,125
223158,Public,30,25,35,35,25,0,0,0
225622,Public,85,80,80,75,95,0,0,0
225886,Public,30,35,25,15,20,0,0,0
229580,Public,15,30,35,30,55,75,40,30
229652,Public,20,25,15,15,25,0,0,0
230820,Public,90,110,100,130,100,130,0,0
232262,Public,25,35,40,25,30,40,0,0
232904,Public,15,20,10,15,10,40,0,0
233161,Public,55,50,45,50,50,45,70,50
236675,Public,25,40,40,20,15,45,0,0
551325,Public,55,70,80,65,65,0,0,0
245380,Public,15,15,15,10,15,0,0,0
249807,Public,25,25,10,10,20,20,25,15
237655,Public,20,15,20,20,15,25,0,0
252271,Public,35,25,15,20,20,25,0,0
252816,Public,0,0,0,0,0,0,130,155
252832,Public,0,0,0,0,0,0,175,160
253405,Public,20,40,35,15,35,25,45,60
255416,Public,15,10,15,15,15,10,15,10
255467,Public,40,35,35,35,25,50,35,40
255521,Public,95,100,85,80,80,0,0,0
255785,Public,15,15,15,25,40,35,20,35
255378,Public,20,20,30,25,30,20,0,0
255947,Public,0,0,0,0,0,145,135,135
256170,Public,30,15,25,35,40,0,0,0
257214,Public,45,45,40,45,25,35,0,0
258970,Public,30,40,40,25,20,0,0,0
259551,Public,0,0,0,0,0,140,170,190
261246,Public,0,0,0,0,0,185,205,185
263010,Public,0,0,0,15,35,90,90,105
263060,Public,55,70,50,50,40,0,0,0
264695,Public,0,0,0,0,0,0,30,30
266051,Public,45,50,55,50,45,45,0,0
270504,Public,0,0,0,0,0,145,160,145
270342,Public,35,35,45,55,30,40,45,30
270474,Public,50,60,55,60,60,65,110,105
272280,Public,50,60,65,80,55,50,85,100
270997,Public,65,65,70,55,65,45,50,55
272426,Public,45,40,55,65,90,60,0,0
274119,Public,45,45,45,35,30,20,0,0
275158,Public,30,30,20,30,30,30,0,0
275280,Public,45,20,40,20,35,45,0,0
277754,Public,45,40,35,55,40,25,40,35
278165,Public,35,35,15,35,55,75,0,0
278793,Public,30,35,30,30,25,15,0,0
278920,Public,70,65,60,45,60,55,40,40
279374,Public,0,0,0,0,0,0,185,200
279706,Public,15,15,15,15,15,20,20,20
284645,Public,30,30,45,45,45,25,25,15
280917,Public,0,0,0,0,0,0,90,75
280879,Public,65,80,100,80,85,70,0,0
282049,Public,45,30,45,25,25,65,55,70
430301,Public,75,60,65,35,30,20,35,25
282693,Public,60,55,45,25,35,20,95,95
283088,Public,35,45,45,40,45,30,65,60
283371,Public,0,0,0,0,0,0,95,75
283436,Public,65,70,50,65,60,0,0,0
283479,Public,60,60,55,65,65,120,120,150
283606,Public,35,35,50,35,55,50,0,0
283738,Public,0,0,0,0,0,130,145,180
493090,Public,40,30,20,20,15,20,35,40
284203,Public,65,60,65,50,75,60,80,65
284904,Public,65,70,50,70,55,65,0,0
285293,Public,80,75,70,80,85,85,0,0
286060,Public,35,55,50,50,55,50,55,65
286125,Public,0,0,0,0,0,0,180,170
286206,Public,25,20,15,20,25,15,0,0
589896,Public,10,15,15,10,20,10,10,20
382068,Public,0,0,0,0,0,60,60,45
288411,Public,60,70,60,50,65,75,50,45
288543,Public,25,20,20,10,15,15,0,0
536482,Public,45,65,75,80,60,65,65,70
289817,Public,10,15,10,35,20,20,0,0
291277,Public,40,60,65,45,70,50,0,0
291927,Public,40,40,30,35,15,30,0,0
294780,Public,10,25,25,15,20,10,200,155
296473,Public,35,30,40,30,30,20,0,0
300110,Public,25,25,40,40,25,0,0,0
300373,Public,85,60,50,50,75,0,0,0
302589,Public,50,60,70,55,60,40,50,35
305316,Public,60,40,50,25,45,0,0,0
305570,Public,65,60,85,65,50,75,55,65
305707,Public,20,10,10,20,15,10,10,0
308048,Public,25,25,20,55,45,55,55,50
310255,Public,0,0,0,0,0,30,60,60
310905,Public,50,55,50,35,35,50,50,40
311553,Public,35,35,40,35,35,0,0,0
311812,Public,30,35,35,25,55,50,0,0
130850,Public,50,55,35,50,50,25,40,35
312339,Public,30,30,40,35,35,0,0,0
320919,Public,50,30,35,30,35,35,35,55
308560,Public,65,35,35,30,20,25,0,0
321699,Public,45,35,55,70,45,40,0,0
324647,Public,25,20,15,20,10,15,30,25
675326,Public,0,0,0,0,0,0,0,70
326372,Public,20,20,20,30,25,15,0,0
326500,Public,10,20,25,20,15,15,0,0
364703,Public,45,45,40,45,50,35,45,40
331635,Public,30,40,50,55,50,60,0,0
331830,Public,15,15,15,10,15,10,0,0
335606,Public,20,15,25,25,20,30,25,15
342190,Public,35,20,45,30,25,20,45,35
348511,Public,45,35,45,40,50,30,65,50
346527,Public,20,15,25,20,20,20,35,40
346659,Public,40,45,30,35,35,55,0,0
349127,Public,95,95,105,75,85,0,0,0
352632,Public,75,105,115,85,85,0,0,0
354716,Public,45,65,70,65,70,110,0,0
356662,Public,25,20,20,40,40,20,40,25
360198,Public,30,25,25,15,40,25,20,0
364690,Public,30,50,45,55,40,40,40,45
364746,Public,20,20,15,20,20,0,0,0
365793,Public,50,40,40,20,20,25,40,35
365769,Public,60,50,65,60,50,0,0,0
365890,Public,0,0,0,0,0,165,175,180
371351,Public,20,20,30,15,20,40,0,0
373559,Public,40,45,25,55,45,35,20,35
374733,Public,55,70,60,55,65,60,0,0
336580,Public,10,10,10,10,10,10,10,10
378577,Public,25,35,20,45,30,0,0,0
433624,Public,50,55,40,40,45,40,25,30
384879,Public,45,30,25,35,30,40,0,0
400734,Public,10,15,20,15,15,20,0,0
400866,Public,25,40,35,25,25,0,0,0
402940,Public,75,75,75,65,50,90,105,95
403075,Public,30,55,40,55,55,45,0,0
403202,Public,25,20,10,15,15,15,0,0
403237,Public,30,35,40,25,20,25,0,0
407291,Public,35,45,50,55,60,50,40,80
409570,Public,30,25,25,40,30,25,0,0
411132,Public,70,70,80,70,85,80,70,85
411914,Public,40,35,50,45,25,35,0,0
413305,Public,40,30,45,40,30,0,0,0
413739,Public,0,0,0,0,0,145,130,140
414387,Public,85,85,85,85,0,0,0,0
415812,Public,25,35,15,15,30,30,0,0
419710,Public,45,45,45,65,30,25,25,20
421537,Public,35,40,35,30,25,0,0,0
427772,Public,30,30,45,30,40,40,0,0
429333,Public,60,65,75,70,80,0,0,0
432326,Public,45,50,45,55,45,50,0,0
432849,Public,45,50,45,45,35,40,0,0
431656,Public,0,10,10,10,10,10,10,45
433756,Public,45,35,40,45,45,70,95,85
434140,Public,40,55,55,75,40,55,50,60
434400,Public,45,40,50,35,25,0,0,0
435180,Public,25,30,25,25,25,0,0,0
437581,Public,40,40,45,50,45,20,0,0
437522,Public,30,25,25,20,15,15,0,0
439479,Public,30,45,45,25,35,0,0,0
438014,Public,45,35,50,30,40,45,0,0
441554,Public,75,75,70,75,35,45,0,0
443697,Public,0,0,0,0,0,110,115,155
445525,Public,20,25,15,40,35,0,0,0
448575,Public,35,25,25,55,50,65,0,0
448958,Public,0,0,0,0,0,90,115,120
450138,Public,25,25,20,20,25,35,0,0
451320,Public,45,55,50,55,40,45,45,40
450332,Public,35,35,45,35,40,55,90,95
452343,Public,20,20,35,50,50,0,0,0
457809,Public,45,45,70,50,45,0,0,0
461830,Public,0,0,0,0,0,65,130,180
465739,Public,80,45,55,90,80,95,70,105
467162,Public,0,0,0,0,0,0,25,25
467685,Public,100,110,110,100,95,0,0,0
467812,Public,35,50,35,30,30,30,30,45
474541,Public,20,35,30,25,25,0,0,0
476390,Public,65,55,75,70,75,70,65,65
479640,Public,65,80,65,50,70,70,0,0
479900,Public,55,45,45,70,40,35,60,45
287504,Public,30,25,20,40,30,0,0,0
485101,Public,35,30,30,35,45,0,0,0
485756,Public,45,40,30,35,30,0,0,0
487872,Public,0,0,0,0,0,0,95,90
488348,Public,0,0,0,0,0,0,0,110
488488,Public,65,75,80,105,80,65,0,0
489000,Public,45,50,45,35,30,35,40,35
489522,Public,40,45,30,40,40,40,0,0
490300,Public,100,80,80,80,65,45,0,0
490954,Public,30,30,25,30,20,20,0,0
491349,Public,35,30,35,55,45,30,25,0
491730,Public,55,55,60,35,55,0,0,0
493120,Public,15,15,25,15,15,20,40,35
493554,Public,25,15,20,20,15,0,0,0
493686,Public,105,95,85,100,95,95,80,95
495506,Public,30,20,40,25,25,20,45,65
497665,Public,0,0,0,0,80,75,85,85
501972,Public,15,15,20,30,15,10,20,25
504866,Public,60,50,65,50,65,55,50,60
504998,Public,90,105,95,95,60,0,0,0
505250,Public,25,20,25,30,50,0,0,0
13226,Public,20,50,30,45,60,0,0,0
505587,Public,10,10,10,15,10,10,10,10
506036,Public,35,30,25,15,20,0,0,0
508110,Public,15,20,15,15,15,20,15,20
509280,Public,25,35,20,35,35,0,0,0
511102,Public,15,20,15,15,25,20,0,0
511137,Public,25,35,45,30,35,0,0,0
514314,Public,30,35,50,45,30,20,30,35
287300,Public,20,25,25,25,30,20,60,45
515132,Public,55,55,50,45,55,0,0,0
515272,Public,0,0,0,0,0,0,145,190
515337,Public,0,0,0,0,0,0,130,180
535311,Public,45,25,30,45,70,40,0,0
517348,Public,45,55,35,35,35,0,0,0
518840,Public,0,0,0,0,0,155,165,170
520110,Public,0,0,0,0,0,0,30,30
528269,Public,30,35,30,30,30,50,20,25
529176,Public,0,0,0,0,0,125,135,145
528919,Public,55,70,60,45,25,35,55,45
529958,Public,25,25,30,25,25,0,0,0
531022,Public,25,30,15,20,35,45,35,25
534374,Public,25,35,35,50,55,0,0,0
535443,Public,20,25,35,60,55,0,0,0
536970,Public,30,40,35,25,25,0,0,0
542040,Public,25,30,45,50,80,65,35,40
543349,Public,10,10,10,10,10,10,10,10
543470,Public,35,35,55,25,40,0,0,0
544388,Public,95,105,85,95,80,100,95,100
547875,Public,45,30,30,55,40,45,0,0
586765,Public,40,40,45,40,50,25,30,40
550647,Public,0,0,0,0,0,0,140,160
609900,Public,45,30,20,30,20,35,20,35
536393,Public,35,20,45,35,30,40,40,40
551279,Public,35,25,35,40,30,70,80,70
526890,Public,20,15,15,20,15,15,0,0
555169,Public,25,25,10,15,25,25,25,20
422237,Public,35,40,65,50,50,70,60,65
552704,Public,260,245,260,240,250,0,0,0
553093,Public,30,40,30,40,35,0,0,0
556793,Public,15,30,35,25,20,30,0,0
557200,Public,20,30,40,25,20,20,0,0
557382,Public,40,50,55,35,35,0,0,0
607827,Public,45,65,55,60,55,55,175,170
562580,Public,65,50,45,35,65,0,0,0
563234,Public,20,20,25,20,15,0,0,0
569135,Public,0,0,0,0,0,240,385,345
569607,Public,35,35,30,45,35,15,0,0
574546,Public,20,15,15,30,35,0,0,0
576239,Public,60,35,40,45,35,0,0,0
579092,Public,30,40,15,55,20,20,0,0
586374,Public,45,50,15,50,35,30,0,0
587028,Public,25,20,30,15,15,20,0,0
591050,Public,75,70,75,65,40,0,0,0
593915,Public,30,25,25,20,25,0,0,0
595608,Public,25,30,15,20,15,0,0,0
596256,Public,25,25,10,25,10,20,15,25
596388,Public,35,30,25,40,30,45,65,75
597554,Public,60,60,60,35,65,80,0,0
597686,Public,30,30,55,30,35,35,0,0
602108,Public,45,35,30,25,20,0,0,0
602850,Public,35,40,55,30,20,0,0,0
603015,Public,20,20,25,25,20,0,0,0
603406,Public,0,0,0,0,0,110,115,105
603929,Public,30,35,30,30,25,35,35,25
605166,Public,45,55,40,55,50,40,40,45
605611,Public,45,45,60,35,45,60,0,0
607177,Public,40,60,55,75,60,85,0,0
607304,Public,40,50,50,45,40,0,0,0
607550,Public,25,35,45,30,45,30,0,0
607568,Public,65,45,45,35,30,45,45,55
679054,Public,10,10,10,10,10,10,10,55
609250,Public,65,65,60,80,65,60,0,0
609510,Public,45,45,60,40,30,35,0,0
609773,Public,0,0,0,0,0,150,195,175
89516,Public,50,55,40,0,0,0,0,0
613282,Public,50,45,35,40,20,30,115,75
614882,Public,0,0,0,0,0,155,220,215
615366,Public,0,0,0,0,0,0,190,170
616141,Public,85,65,70,65,40,85,0,0
616532,Public,40,55,45,45,50,55,0,0
617210,Public,0,0,0,0,0,135,170,125
624594,Public,60,55,60,45,55,0,0,0
624756,Public,45,45,40,45,25,0,0,0
625132,Public,0,0,0,0,0,135,145,185
599135,Public,10,15,10,10,10,10,0,0
186880,Public,35,20,35,30,35,0,0,0
10219,Public,15,10,10,15,15,20,0,0
19577,Public,45,55,50,45,40,60,45,40
55450,Public,50,40,40,35,40,40,40,45
56758,Public,35,30,40,30,45,35,35,45
83798,Public,10,10,10,0,0,0,0,0
99007,Public,0,0,0,0,0,0,135,155
147524,Public,35,40,30,30,40,35,25,35
154113,Public,30,30,20,25,30,30,25,45
194018,Public,25,20,15,20,15,15,25,15
357707,Public,25,15,30,15,15,20,15,20
227099,Public,55,60,60,0,0,0,0,0
228877,Public,25,25,25,30,20,25,40,35
34789,Public,10,10,10,10,10,10,10,10
273597,Public,25,15,30,25,75,80,75,105
278211,Public,10,15,20,15,20,10,20,20
240761,Public,0,0,0,65,75,70,70,70
418013,Public,35,35,30,35,35,30,35,35
374601,Public,20,15,10,25,15,15,15,20
294004,Public,20,20,15,15,15,15,0,0
417378,Public,50,50,35,0,0,0,0,0
170240,Public,30,35,25,30,30,35,30,35
307947,Public,55,30,35,45,45,55,50,40
311685,Public,65,60,60,75,70,65,0,0
327280,Public,25,30,30,35,25,35,25,40
329460,Public,45,35,35,35,40,45,35,35
368946,Public,50,55,60,70,55,55,75,60
382140,Public,30,30,50,30,40,40,30,35
382191,Public,20,20,15,15,15,15,15,15
435708,Public,60,40,40,55,45,50,10,10
99520,Public,20,20,25,20,25,25,20,20
575194,Public,20,15,10,20,20,20,0,0
48305,Public,35,25,25,25,30,20,25,25
68454,Public,65,65,70,65,15,20,20,30
489425,Public,0,0,0,60,40,55,55,65
503630,Public,0,0,0,45,55,50,50,50
99783,Public,35,30,35,30,35,40,35,35
575976,Public,55,60,60,0,0,0,0,0
568694,Public,25,35,20,25,20,35,25,25
590002,Public,20,10,10,10,10,10,10,15
606138,Public,0,0,0,10,15,10,10,10
620173,Public,25,20,30,25,35,20,15,25
557661,Public,0,0,0,0,0,0,75,85
20389,Public,35,55,55,45,40,45,0,0
33990,Public,0,0,0,0,0,0,30,35
253543,Public,0,0,0,0,0,0,90,90
38598,Public,70,55,55,55,50,60,0,0
247005,Public,60,65,60,70,70,65,0,0
73911,Public,40,35,40,45,40,40,0,0
76643,Public,50,60,60,45,40,35,0,0
559939,Public,0,0,0,0,0,0,150,140
90107,Public,20,20,20,20,15,15,0,0
94846,Public,65,55,70,55,65,55,0,0
262508,Public,0,0,0,0,0,0,55,50
106283,Public,30,25,30,20,25,20,0,0
517488,Public,30,25,25,45,35,45,50,65
120324,Public,30,35,30,25,20,30,0,0
477957,Public,0,0,0,0,0,0,95,105
149209,Public,15,10,10,10,10,10,0,0
170631,Public,35,35,30,50,35,35,40,35
157376,Public,60,60,65,65,45,60,0,0
331317,Public,15,15,10,20,15,15,0,0
269852,Public,0,0,0,0,0,0,80,65
218111,Public,10,15,10,15,15,20,0,0
174498,Public,0,0,0,0,0,0,40,45
278149,Public,25,45,40,40,35,45,0,0
288934,Public,60,70,70,70,70,70,0,0
303429,Public,25,25,25,25,25,25,0,0
314153,Public,20,20,25,25,15,25,0,0
319740,Public,25,20,25,35,25,35,30,40
320498,Public,25,25,30,35,35,45,0,0
325538,Public,25,15,20,20,20,30,0,0
334901,Public,15,10,20,10,15,10,0,0
349259,Public,10,10,15,10,15,10,0,0
349623,Public,30,30,30,35,20,15,0,0
356417,Public,20,15,25,20,15,15,0,0
361992,Public,15,15,20,20,20,15,0,0
483672,Public,25,30,20,20,35,30,40,25
374474,Public,20,20,20,15,25,15,0,0
13617,Public,35,30,40,35,35,35,0,0
382825,Public,35,35,35,30,35,20,0,0
153822,Public,0,0,0,0,0,0,95,90
177911,Public,10,10,15,10,15,10,0,0
35240,Public,0,0,0,0,0,0,130,130
47180,Public,10,10,10,15,15,10,0,0
430110,Public,10,10,10,10,10,10,0,0
431303,Public,15,20,25,15,20,20,0,0
101112,Public,0,0,0,0,0,0,125,115
26727,Public,25,20,35,25,30,30,0,0
452297,Public,35,40,45,45,55,60,50,50
468428,Public,35,35,35,40,30,35,0,0
26666,Public,0,0,0,0,0,0,75,70
483834,Public,20,10,10,10,20,10,0,0
621684,Public,0,0,0,0,0,0,65,65
488542,Public,60,80,65,85,50,75,0,0
492957,Public,15,15,15,15,15,20,0,0
28851,Public,35,30,40,25,35,30,0,0
494666,Public,0,0,0,0,0,0,75,80
494070,Public,45,40,40,40,35,35,0,0
517732,Public,0,0,0,0,0,0,60,70
524654,Public,50,50,45,40,55,65,0,0
129038,Public,30,40,20,30,35,30,0,0
167126,Public,20,20,25,30,15,20,0,0
386470,Public,0,0,0,0,0,0,75,90
540056,Public,0,0,0,0,0,0,105,110
544582,Public,20,10,10,15,10,10,0,0
91610,Public,0,0,0,0,0,0,115,115
463655,Public,25,45,30,25,30,30,0,0
536849,Public,40,35,35,45,30,40,0,0
550795,Public,45,40,45,30,50,35,0,0
472181,Public,0,0,0,0,0,0,150,150
557250,Public,25,20,20,25,25,30,0,0
615129,Public,30,40,30,20,30,30,0,0
578444,Public,45,60,45,55,65,55,0,0
56103,Public,25,30,20,20,25,30,0,0
601977,Public,40,55,55,50,50,50,0,0
609285,Public,40,45,45,55,50,55,0,0
613150,Public,40,30,40,50,50,45,0,0
461059,Public,35,40,40,40,40,45,50,40
438170,Public,10,10,15,15,15,15,0,0
24252,Public,30,50,25,40,35,30,40,40
57380,Public,35,25,35,40,30,40,0,0
185191,Public,55,45,45,40,50,40,0,0
90247,Public,50,50,40,45,25,35,40,40
93696,Public,25,25,30,40,25,25,0,0
99139,Public,15,15,20,10,25,15,15,25
418790,Public,45,50,45,50,55,40,45,55
148539,Public,45,30,40,30,30,30,55,40
208310,Public,10,20,20,15,20,15,15,15
61228,Public,35,40,30,60,40,45,70,65
158764,Public,55,35,45,50,35,30,30,35
506264,Public,35,45,45,45,40,0,0,0
296082,Public,40,30,30,30,70,35,70,80
166472,Public,40,45,40,45,40,40,0,0
457273,Public,10,10,10,10,10,10,10,10
178969,Public,30,30,25,40,40,45,100,120
184411,Public,15,25,10,15,20,15,0,0
185582,Public,25,25,20,20,25,25,90,105
199699,Public,35,30,25,40,30,40,0,0
208620,Public,50,30,40,20,25,25,15,20
96502,Public,50,45,50,60,45,50,50,50
226793,Public,35,50,35,25,35,35,25,40
223735,Public,40,40,55,50,60,60,55,60
418765,Public,60,60,75,65,55,55,65,55
282324,Public,45,25,80,75,95,75,85,85
281522,Public,65,50,10,0,0,0,0,0
282316,Public,30,35,25,25,45,30,65,60
209635,Public,20,15,20,40,50,45,75,55
477416,Public,30,25,35,20,30,30,70,55
284254,Public,50,50,40,50,45,50,85,65
286729,Public,20,25,20,20,25,20,10,10
586866,Public,50,65,50,60,55,65,65,50
289060,Public,10,15,10,15,10,15,0,0
145882,Public,50,55,50,55,55,35,60,60
311316,Public,15,30,30,30,25,30,25,25
371483,Public,20,20,25,25,25,25,0,0
366668,Public,45,40,50,50,50,45,50,40
368644,Public,45,55,55,65,50,60,50,55
369535,Public,15,15,20,15,20,45,65,65
368822,Public,40,55,45,50,50,55,55,60
428817,Public,25,30,25,30,25,30,0,0
431150,Public,40,45,45,60,60,40,0,0
432458,Public,45,50,60,45,30,70,40,50
434639,Public,45,45,55,35,25,25,30,35
450006,Public,20,15,20,25,15,20,0,0
452491,Public,60,65,55,55,55,45,45,50
457159,Public,60,70,55,75,65,20,30,25
457930,Public,30,25,35,35,20,35,30,30
458384,Public,30,25,35,30,20,30,0,0
271678,Public,55,60,45,60,60,50,65,60
488879,Public,10,15,30,25,25,70,80,95
185329,Public,15,15,15,10,10,15,0,0
497193,Public,40,35,40,30,30,25,0,0
460796,Public,55,50,50,60,60,60,55,70
477283,Public,30,30,35,35,50,65,50,60
548618,Public,40,45,45,45,40,40,50,45
460015,Public,40,45,40,45,40,30,55,40
576107,Public,25,30,25,25,25,30,0,0
577014,Public,40,40,40,55,20,15,0,0
590665,Public,40,30,35,30,55,70,115,95
381646,Public,65,60,55,65,65,70,85,70
603244,Public,35,40,45,35,45,35,45,35
363687,Public,45,65,50,50,55,35,45,40
609552,Public,25,20,20,15,15,15,85,95
690767,Catholic,50,25,35,30,40,25,35,40
693693,Catholic,35,35,45,45,30,30,45,35
697460,Catholic,15,20,20,25,20,20,40,35
716790,Catholic,50,35,35,35,30,25,30,25
718920,Catholic,60,45,50,30,30,55,45,30
720208,Catholic,45,45,65,55,55,50,55,60
724602,Catholic,70,55,75,70,70,60,90,65
732338,Catholic,30,30,20,30,35,25,20,20
743186,Catholic,35,40,30,60,30,40,40,40
744700,Catholic,40,40,25,50,30,30,35,35
746304,Catholic,20,35,20,25,40,30,20,30
829936,Catholic,50,75,75,75,90,100,85,80
764450,Catholic,40,40,40,40,45,45,30,25
765678,Catholic,50,60,40,40,45,35,35,35
766844,Catholic,50,55,30,45,35,35,40,35
771007,Catholic,70,75,55,65,50,50,65,45
770876,Catholic,45,45,40,35,40,40,45,40
765694,Catholic,25,50,40,50,45,50,50,45
777501,Catholic,30,30,25,20,20,20,35,30
866296,Catholic,40,25,30,25,20,15,15,20
780650,Catholic,25,30,20,25,25,20,15,30
866555,Catholic,25,25,25,25,20,25,20,30
785695,Catholic,60,45,60,60,45,45,50,50
786772,Catholic,50,55,40,50,50,50,50,60
788694,Catholic,35,25,40,40,40,40,40,35
831724,Catholic,40,40,40,40,55,50,40,55
795445,Catholic,20,15,15,10,10,15,15,15
801682,Catholic,40,50,45,45,45,40,35,50
814687,Catholic,15,25,25,30,20,20,30,35
690023,Catholic,65,40,70,65,50,60,60,65
820512,Catholic,40,45,40,35,40,45,50,50
821330,Catholic,30,20,40,45,40,25,35,30
823317,Catholic,35,40,30,30,40,30,30,40
832375,Catholic,35,40,40,45,35,50,50,50
834440,Catholic,30,35,30,30,35,30,30,25
836303,Catholic,35,45,40,45,35,50,60,45
841331,Catholic,35,50,40,35,40,35,40,35
845108,Catholic,25,35,20,20,20,30,25,30
851213,Catholic,20,30,20,20,30,20,25,20
851736,Catholic,20,20,15,20,25,25,15,25
856592,Catholic,20,25,25,30,25,25,35,30
858013,Catholic,75,65,55,50,50,60,65,70
696612,Catholic,50,60,65,60,75,55,75,65
733121,Catholic,40,35,35,45,45,50,50,50
1058,Public,30,35,40,30,25,40,45,35
671,Public,50,65,55,65,75,75,0,0
13900,Public,35,25,25,40,45,40,0,0
28541,Public,45,35,30,25,30,35,95,100
29459,Public,25,25,20,20,20,25,0,0
34363,Public,65,55,60,70,55,70,65,60
50512,Public,35,45,35,40,50,45,0,0
588849,Public,65,55,60,70,65,75,65,60
61697,Public,45,40,50,50,40,40,0,0
34355,Public,75,85,75,75,70,85,0,0
89451,Public,50,45,60,40,50,50,70,85
89699,Public,25,20,25,35,40,30,0,0
90166,Public,25,25,30,35,20,30,0,0
90220,Public,0,0,0,0,0,0,225,230
91332,Public,35,35,25,40,30,35,0,0
100170,Public,55,55,55,50,50,55,0,0
634232,Public,65,75,70,80,65,50,135,120
108693,Public,55,50,40,45,50,50,120,130
620432,Public,15,20,25,25,20,30,20,25
124354,Public,45,35,45,40,45,35,0,0
125555,Public,55,40,60,45,40,55,0,0
126179,Public,0,0,0,0,0,0,110,115
127876,Public,45,55,50,55,60,45,0,0
588970,Public,0,0,0,0,0,0,230,170
144266,Public,65,50,45,55,55,60,0,0
134618,Public,60,45,55,60,55,70,75,85
170682,Public,55,55,45,45,50,50,0,0
171417,Public,60,60,50,65,50,85,0,0
181030,Public,65,85,75,85,65,90,0,0
199389,Public,20,15,25,20,25,25,20,35
201421,Public,40,50,40,40,45,45,80,65
201448,Public,55,55,50,40,60,65,0,0
203394,Public,75,75,70,75,75,65,0,0
217891,Public,35,40,35,45,45,40,0,0
226920,Public,30,30,20,40,35,45,0,0
384097,Public,35,20,40,25,30,15,0,0
609422,Public,100,110,105,90,90,70,70,75
95230,Public,45,65,65,75,80,55,95,100
255653,Public,55,60,55,55,65,65,0,0
257605,Public,40,50,50,50,40,50,0,0
266183,Public,40,45,45,40,35,45,0,0
279595,Public,50,60,45,65,50,55,0,0
486336,Public,50,60,65,70,65,85,0,0
339451,Public,80,80,70,65,55,60,145,125
471541,Public,100,90,90,105,90,95,0,0
285536,Public,30,20,25,20,25,30,0,0
283860,Public,50,50,40,55,60,45,0,0
288241,Public,65,45,45,45,50,45,0,0
294390,Public,40,30,40,30,35,40,0,0
303003,Public,75,75,70,85,65,75,0,0
308463,Public,45,40,65,45,60,70,130,155
309320,Public,0,0,0,0,0,0,180,230
311731,Public,45,55,60,45,50,60,115,115
588326,Public,45,65,45,35,50,35,0,0
313246,Public,35,30,35,35,25,30,75,70
314331,Public,40,35,40,45,30,40,35,45
327930,Public,0,0,0,0,0,0,240,285
589101,Public,35,40,35,30,40,30,0,0
331708,Public,55,50,35,50,30,45,0,0
338079,Public,0,0,0,0,0,0,140,160
345997,Public,60,55,45,55,50,60,0,0
356425,Public,20,25,30,30,35,20,0,0
83559,Public,45,35,30,35,55,40,0,0
109487,Public,60,60,55,50,60,55,120,95
382620,Public,35,45,35,40,45,45,0,0
610429,Public,15,20,15,20,20,20,0,0
383422,Public,35,35,40,30,45,35,35,45
433799,Public,0,0,0,0,0,0,120,105
436267,Public,50,45,45,40,35,35,0,0
445878,Public,40,40,50,45,55,40,0,0
95753,Public,35,40,25,45,35,35,0,0
460273,Public,30,25,25,25,35,40,0,0
461962,Public,35,30,30,25,25,25,0,0
