School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
802247,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,0,0,0,10
824305,2021-2022,Catholic,Elementary,30,45,30,45,45,35,45,45,0,0,0,0
689831,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,210,180,170,210
830933,2021-2022,Catholic,Elementary,25,20,30,10,15,25,25,25,0,0,0,0
827290,2021-2022,Catholic,Elementary,25,20,25,15,15,20,20,25,0,0,0,0
832367,2021-2022,Catholic,Elementary,40,50,45,30,30,50,65,60,0,0,0,0
832219,2021-2022,Catholic,Elementary,25,15,25,30,25,25,20,35,0,0,0,0
832405,2021-2022,Catholic,Elementary,20,25,25,25,35,20,20,25,0,0,0,0
834491,2021-2022,Catholic,Elementary,20,15,15,10,15,15,10,15,0,0,0,0
835200,2021-2022,Catholic,Elementary,0,0,15,25,20,25,20,30,0,0,0,0
834718,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,25,20,25,20
835480,2021-2022,Catholic,Elementary,25,30,25,30,20,30,30,30,0,0,0,0
733024,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,95,100,110,150
836133,2021-2022,Catholic,Elementary,35,30,35,35,35,35,30,40,0,0,0,0
836435,2021-2022,Catholic,Elementary,55,45,45,40,50,60,60,50,0,0,0,0
836524,2021-2022,Catholic,Elementary,25,30,25,35,30,40,35,45,0,0,0,0
685550,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,170,180,165,180
836656,2021-2022,Catholic,Elementary,70,60,60,80,65,45,85,65,0,0,0,0
838268,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,235,215,200,205
842540,2021-2022,Catholic,Elementary,20,20,20,25,15,10,20,20,0,0,0,0
751405,2021-2022,Catholic,Elementary,20,20,20,25,20,30,35,30,0,0,0,0
846660,2021-2022,Catholic,Elementary,40,30,45,50,50,55,55,40,0,0,0,0
848220,2021-2022,Catholic,Elementary,45,50,45,55,50,60,35,55,0,0,0,0
849243,2021-2022,Catholic,Elementary,10,10,10,0,10,10,10,10,0,0,0,0
848875,2021-2022,Catholic,Elementary,35,30,30,35,35,35,25,35,0,0,0,0
849138,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
849650,2021-2022,Catholic,Elementary,55,65,60,60,50,60,60,45,0,0,0,0
849812,2021-2022,Catholic,Elementary,25,25,25,35,30,35,30,30,0,0,0,0
850047,2021-2022,Catholic,Elementary,40,35,35,50,40,40,35,40,0,0,0,0
850209,2021-2022,Catholic,Elementary,20,30,15,15,20,15,25,25,0,0,0,0
850381,2021-2022,Catholic,Elementary,50,45,45,50,50,45,50,35,0,0,0,0
850829,2021-2022,Catholic,Elementary,35,35,25,25,35,40,30,35,0,0,0,0
851078,2021-2022,Catholic,Elementary,15,10,25,10,15,10,15,15,0,0,0,0
852511,2021-2022,Catholic,Elementary,20,25,15,20,25,20,15,25,0,0,0,0
855243,2021-2022,Catholic,Elementary,50,40,35,40,45,25,45,60,0,0,0,0
855650,2021-2022,Catholic,Elementary,20,30,30,25,30,25,30,25,0,0,0,0
856541,2021-2022,Catholic,Elementary,45,40,50,55,55,55,60,65,0,0,0,0
856932,2021-2022,Catholic,Elementary,30,20,15,25,25,25,20,20,0,0,0,0
857742,2021-2022,Catholic,Elementary,35,35,30,20,30,35,30,40,0,0,0,0
858757,2021-2022,Catholic,Elementary,20,25,25,35,35,35,30,35,0,0,0,0
859036,2021-2022,Catholic,Elementary,50,55,55,55,60,45,55,65,0,0,0,0
859591,2021-2022,Catholic,Elementary,30,30,25,20,30,25,30,30,0,0,0,0
784435,2021-2022,Catholic,Elementary,40,30,40,30,25,25,30,35,0,0,0,0
868825,2021-2022,Catholic,Elementary,10,10,15,10,10,10,10,10,0,0,0,0
803403,2021-2022,Catholic,Elementary,50,50,45,60,45,65,55,50,0,0,0,0
864994,2021-2022,Catholic,Elementary,30,40,35,30,35,50,35,35,0,0,0,0
866423,2021-2022,Catholic,Elementary,20,25,15,30,20,25,35,30,0,0,0,0
890227,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,345,260,305,325
13943,2021-2022,Public,Elementary,10,10,10,10,10,10,0,0,0,0,0,0
285662,2021-2022,Public,Elementary,0,0,0,0,0,0,0,10,0,0,0,0
901908,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
2151,2021-2022,Public,Elementary,65,80,65,60,55,55,0,0,0,0,0,0
344930,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
890723,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,360,320,375,355
4499,2021-2022,Public,Elementary,15,30,20,20,35,35,0,0,0,0,0,0
5479,2021-2022,Public,Elementary,35,30,35,15,10,40,20,15,0,0,0,0
890880,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,345,265,260,290
6602,2021-2022,Public,Elementary,40,40,25,30,30,40,75,65,0,0,0,0
9172,2021-2022,Public,Elementary,35,30,35,30,40,30,105,90,0,0,0,0
329177,2021-2022,Public,Elementary,30,45,40,35,30,25,30,45,0,0,0,0
11088,2021-2022,Public,Elementary,30,45,50,40,50,40,0,0,0,0,0,0
13200,2021-2022,Public,Elementary,80,80,100,85,85,115,0,0,0,0,0,0
892475,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,35
287801,2021-2022,Public,Elementary,55,55,50,40,50,65,45,40,0,0,0,0
466255,2021-2022,Public,Elementary,0,0,0,0,0,105,95,95,0,0,0,0
18929,2021-2022,Public,Elementary,15,15,15,25,10,0,0,0,0,0,0,0
19445,2021-2022,Public,Elementary,40,45,45,45,45,50,70,60,0,0,0,0
19704,2021-2022,Public,Elementary,15,15,15,35,40,20,40,35,0,0,0,0
19720,2021-2022,Public,Elementary,10,30,35,40,15,10,0,0,0,0,0,0
20303,2021-2022,Public,Elementary,30,45,45,25,25,0,0,0,0,0,0,0
20745,2021-2022,Public,Elementary,20,15,30,20,25,30,10,0,0,0,0,0
14036,2021-2022,Public,Elementary,10,10,15,20,15,15,15,10,0,0,0,0
28614,2021-2022,Public,Elementary,115,80,55,55,65,65,55,55,0,0,0,0
890120,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,10,15
30104,2021-2022,Public,Elementary,30,35,40,25,20,0,0,0,0,0,0,0
31011,2021-2022,Public,Elementary,65,60,55,60,40,50,0,0,0,0,0,0
31887,2021-2022,Public,Elementary,40,40,40,60,15,20,35,35,0,0,0,0
35173,2021-2022,Public,Elementary,20,40,30,20,10,15,20,15,0,0,0,0
37257,2021-2022,Public,Elementary,0,0,0,0,0,125,130,135,0,0,0,0
37710,2021-2022,Public,Elementary,10,10,10,10,10,10,0,0,0,0,0,0
38032,2021-2022,Public,Elementary,40,55,50,45,75,50,40,50,0,0,0,0
39594,2021-2022,Public,Elementary,65,70,70,75,80,70,75,100,0,0,0,0
41416,2021-2022,Public,Elementary,45,40,50,55,45,60,0,0,0,0,0,0
43494,2021-2022,Public,Elementary,40,50,65,55,35,35,0,0,0,0,0,0
43753,2021-2022,Public,Elementary,25,15,20,20,15,20,0,0,0,0,0,0
45446,2021-2022,Public,Elementary,30,25,25,30,30,55,0,0,0,0,0,0
47260,2021-2022,Public,Elementary,40,35,40,40,40,50,100,100,0,0,0,0
48046,2021-2022,Public,Elementary,0,0,0,0,0,140,135,135,0,0,0,0
670413,2021-2022,Public,Elementary,10,10,10,10,10,15,10,10,0,0,0,0
48020,2021-2022,Public,Elementary,65,45,50,30,30,40,0,0,0,0,0,0
49476,2021-2022,Public,Elementary,25,25,25,40,30,55,30,20,0,0,0,0
49344,2021-2022,Public,Elementary,50,50,45,50,45,40,35,35,0,0,0,0
895016,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,225,195,190,260
50288,2021-2022,Public,Elementary,30,35,20,25,25,0,0,0,0,0,0,0
50679,2021-2022,Public,Elementary,50,60,55,35,50,30,0,0,0,0,0,0
53244,2021-2022,Public,Elementary,35,35,45,30,30,35,20,20,0,0,0,0
53376,2021-2022,Public,Elementary,15,25,30,20,20,0,0,0,0,0,0,0
54593,2021-2022,Public,Elementary,0,0,0,0,0,0,145,165,0,0,0,0
895407,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,190,205,185,235
54801,2021-2022,Public,Elementary,0,0,0,0,0,105,125,115,0,0,0,0
54933,2021-2022,Public,Elementary,0,0,0,0,0,100,120,125,0,0,0,0
55328,2021-2022,Public,Elementary,35,60,50,40,50,45,0,0,0,0,0,0
56367,2021-2022,Public,Elementary,75,85,80,85,95,95,185,160,0,0,0,0
57100,2021-2022,Public,Elementary,40,20,20,15,20,0,0,0,0,0,0,0
60658,2021-2022,Public,Elementary,60,65,40,35,35,0,0,0,0,0,0,0
60917,2021-2022,Public,Elementary,20,25,35,35,40,0,0,0,0,0,0,0
61956,2021-2022,Public,Elementary,30,25,35,35,30,25,0,0,0,0,0,0
63541,2021-2022,Public,Elementary,35,50,45,30,55,40,0,0,0,0,0,0
63649,2021-2022,Public,Elementary,60,30,35,80,70,0,0,0,0,0,0,0
63770,2021-2022,Public,Elementary,70,65,60,45,70,0,0,0,0,0,0,0
64424,2021-2022,Public,Elementary,25,30,50,20,25,15,40,70,0,0,0,0
66508,2021-2022,Public,Elementary,50,50,50,30,40,0,0,0,0,0,0,0
66540,2021-2022,Public,Elementary,35,35,35,25,15,20,0,0,0,0,0,0
356315,2021-2022,Public,Elementary,50,55,65,60,65,70,85,80,0,0,0,0
282227,2021-2022,Public,Elementary,0,0,0,0,0,145,145,140,0,0,0,0
67156,2021-2022,Public,Elementary,50,50,65,70,60,50,0,0,0,0,0,0
67547,2021-2022,Public,Elementary,40,40,20,30,25,20,15,15,0,0,0,0
68713,2021-2022,Public,Elementary,25,25,30,55,25,30,45,40,0,0,0,0
897485,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,180
71749,2021-2022,Public,Elementary,55,35,35,45,30,20,0,0,0,0,0,0
72745,2021-2022,Public,Elementary,30,65,65,35,35,50,0,0,0,0,0,0
128058,2021-2022,Public,Elementary,0,0,0,0,0,135,115,120,0,0,0,0
897744,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,185,205,195,245
890529,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,260
75990,2021-2022,Public,Elementary,45,30,35,35,25,0,0,0,0,0,0,0
80020,2021-2022,Public,Elementary,50,55,40,35,35,0,0,0,0,0,0,0
425826,2021-2022,Public,Elementary,55,55,50,40,50,25,40,35,0,0,0,0
88080,2021-2022,Public,Elementary,45,25,35,50,40,0,0,0,0,0,0,0
136551,2021-2022,Public,Elementary,40,40,30,20,30,0,0,0,0,0,0,0
89486,2021-2022,Public,Elementary,80,80,70,85,60,80,0,0,0,0,0,0
899178,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,265,245,255,320
89770,2021-2022,Public,Elementary,15,25,25,70,60,45,60,70,0,0,0,0
90034,2021-2022,Public,Elementary,25,25,30,35,30,30,45,45,0,0,0,0
90298,2021-2022,Public,Elementary,30,35,45,35,30,30,0,0,0,0,0,0
952842,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,15,15,20,65
900087,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,180,200,190,385
899437,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,235,260,220,210
100048,2021-2022,Public,Elementary,30,35,30,15,25,0,0,0,0,0,0,0
101605,2021-2022,Public,Elementary,40,35,25,35,55,30,40,40,0,0,0,0
101737,2021-2022,Public,Elementary,35,35,20,30,30,15,0,0,0,0,0,0
101796,2021-2022,Public,Elementary,0,0,0,0,0,0,140,160,0,0,0,0
151262,2021-2022,Public,Elementary,0,0,0,60,70,80,100,80,0,0,0,0
102440,2021-2022,Public,Elementary,40,60,45,65,55,50,0,0,0,0,0,0
102580,2021-2022,Public,Elementary,30,25,25,10,15,15,0,0,0,0,0,0
105694,2021-2022,Public,Elementary,20,10,15,10,25,0,0,0,0,0,0,0
106151,2021-2022,Public,Elementary,55,60,60,75,75,0,0,0,0,0,0,0
106178,2021-2022,Public,Elementary,35,15,20,15,35,25,0,0,0,0,0,0
493104,2021-2022,Public,Elementary,30,15,25,70,40,25,25,25,0,0,0,0
106410,2021-2022,Public,Elementary,15,25,20,15,15,15,15,10,0,0,0,0
107190,2021-2022,Public,Elementary,50,50,50,30,30,25,0,0,0,0,0,0
107581,2021-2022,Public,Elementary,40,40,40,40,50,40,50,30,0,0,0,0
107328,2021-2022,Public,Elementary,65,45,75,70,60,0,0,0,0,0,0,0
901474,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,15
107808,2021-2022,Public,Elementary,0,0,0,0,0,0,30,20,0,0,0,0
107948,2021-2022,Public,Elementary,25,25,15,20,20,0,0,0,0,0,0,0
107972,2021-2022,Public,Elementary,90,65,50,50,45,95,50,55,0,0,0,0
84352,2021-2022,Public,Elementary,0,0,0,55,55,55,55,50,0,0,0,0
111740,2021-2022,Public,Elementary,10,10,10,20,20,25,25,20,0,0,0,0
111775,2021-2022,Public,Elementary,40,50,55,60,40,0,0,0,0,0,0,0
113174,2021-2022,Public,Elementary,20,40,35,65,70,60,0,0,0,0,0,0
902640,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,10,65
123056,2021-2022,Public,Elementary,15,10,10,15,10,40,15,0,0,0,0,0
123315,2021-2022,Public,Elementary,85,85,105,75,90,95,0,0,0,0,0,0
125008,2021-2022,Public,Elementary,75,60,70,80,80,60,0,0,0,0,0,0
125130,2021-2022,Public,Elementary,0,0,0,0,0,225,190,190,0,0,0,0
125393,2021-2022,Public,Elementary,20,20,20,15,20,20,0,0,0,0,0,0
125520,2021-2022,Public,Elementary,35,25,25,30,25,35,35,30,0,0,0,0
127680,2021-2022,Public,Elementary,50,65,90,85,0,0,0,0,0,0,0,0
127736,2021-2022,Public,Elementary,15,30,30,30,35,0,0,0,0,0,0,0
127884,2021-2022,Public,Elementary,90,65,70,40,40,0,0,0,0,0,0,0
411264,2021-2022,Public,Elementary,0,0,0,0,0,130,105,150,0,0,0,0
413470,2021-2022,Public,Elementary,0,0,0,0,0,165,160,140,0,0,0,0
133060,2021-2022,Public,Elementary,65,70,90,75,65,0,0,0,0,0,0,0
903469,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,380,325,280,370
133582,2021-2022,Public,Elementary,45,45,65,55,50,60,75,50,0,0,0,0
134627,2021-2022,Public,Elementary,35,25,30,30,20,0,0,0,0,0,0,0
134848,2021-2022,Public,Elementary,35,45,50,40,45,30,50,50,0,0,0,0
903590,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,280,260,290,415
135011,2021-2022,Public,Elementary,65,75,90,55,50,20,0,0,0,0,0,0
135534,2021-2022,Public,Elementary,45,45,60,65,50,0,0,0,0,0,0,0
135798,2021-2022,Public,Elementary,45,30,40,30,35,40,100,130,0,0,0,0
892483,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,15,15,15,35
138975,2021-2022,Public,Elementary,0,0,0,0,0,0,25,30,0,0,0,0
137030,2021-2022,Public,Elementary,35,30,50,85,75,0,0,0,0,0,0,0
137090,2021-2022,Public,Elementary,15,10,10,10,10,10,10,0,0,0,0,0
139041,2021-2022,Public,Elementary,35,40,55,55,50,0,0,0,0,0,0,0
139955,2021-2022,Public,Elementary,50,50,60,45,45,35,0,0,0,0,0,0
448052,2021-2022,Public,Elementary,55,40,55,55,50,0,0,0,0,0,0,0
140996,2021-2022,Public,Elementary,15,35,25,25,30,150,160,180,0,0,0,0
904112,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,205,250,205,260
141380,2021-2022,Public,Elementary,0,0,0,0,0,85,135,145,0,0,0,0
141410,2021-2022,Public,Elementary,0,0,0,0,0,110,115,140,0,0,0,0
141640,2021-2022,Public,Elementary,0,0,0,0,0,120,90,85,0,0,0,0
141771,2021-2022,Public,Elementary,60,70,70,85,75,55,70,75,0,0,0,0
142816,2021-2022,Public,Elementary,40,30,25,30,15,30,15,25,0,0,0,0
145548,2021-2022,Public,Elementary,20,30,35,35,40,20,80,80,0,0,0,0
146978,2021-2022,Public,Elementary,35,30,25,40,20,0,0,0,0,0,0,0
904635,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,75,80,120,190
14001,2021-2022,Public,Elementary,15,15,15,15,15,10,0,0,0,0,0,0
491997,2021-2022,Public,Elementary,0,0,0,10,10,10,10,10,0,0,0,0
147605,2021-2022,Public,Elementary,0,0,0,0,0,0,140,120,0,0,0,0
937592,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,280,210,265,265
922706,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,40
149055,2021-2022,Public,Elementary,45,45,45,70,45,0,0,0,0,0,0,0
612634,2021-2022,Public,Elementary,45,55,80,80,75,65,100,110,0,0,0,0
151653,2021-2022,Public,Elementary,50,55,50,90,80,65,120,140,0,0,0,0
153214,2021-2022,Public,Elementary,65,65,45,85,70,0,0,0,0,0,0,0
153478,2021-2022,Public,Elementary,30,40,40,35,45,0,0,0,0,0,0,0
157635,2021-2022,Public,Elementary,65,60,60,50,55,20,15,20,0,0,0,0
157899,2021-2022,Public,Elementary,0,0,0,0,0,0,235,205,0,0,0,0
158020,2021-2022,Public,Elementary,75,80,70,90,65,40,35,35,0,0,0,0
906450,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,445,485,510,475
156132,2021-2022,Public,Elementary,0,0,0,0,0,0,30,25,0,0,0,0
906875,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,10,110
906840,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,280,260,300,285
907103,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,25,25,20,60
164399,2021-2022,Public,Elementary,30,40,25,25,25,25,20,20,0,0,0,0
164780,2021-2022,Public,Elementary,30,30,20,45,45,0,0,0,0,0,0,0
165824,2021-2022,Public,Elementary,20,25,15,15,20,15,20,15,0,0,0,0
167517,2021-2022,Public,Elementary,60,65,55,75,70,0,0,0,0,0,0,0
171026,2021-2022,Public,Elementary,0,0,0,0,0,120,115,115,0,0,0,0
171280,2021-2022,Public,Elementary,20,25,25,35,50,35,0,0,0,0,0,0
173363,2021-2022,Public,Elementary,45,60,50,55,40,0,0,0,0,0,0,0
173495,2021-2022,Public,Elementary,55,55,60,60,40,50,95,100,0,0,0,0
176796,2021-2022,Public,Elementary,15,20,25,45,20,65,30,40,0,0,0,0
177261,2021-2022,Public,Elementary,65,50,55,60,30,0,0,0,0,0,0,0
908665,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,115,130,125,195
954167,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,115
329134,2021-2022,Public,Elementary,25,25,25,25,35,25,30,35,0,0,0,0
126195,2021-2022,Public,Elementary,20,20,20,15,15,25,15,15,0,0,0,0
185680,2021-2022,Public,Elementary,15,35,15,40,25,0,0,0,0,0,0,0
186759,2021-2022,Public,Elementary,45,15,30,15,25,20,55,45,0,0,0,0
909572,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,280,260,295,260
909602,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,240,245,235,240
924246,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,20
190780,2021-2022,Public,Elementary,25,15,15,15,10,10,0,0,0,0,0,0
361348,2021-2022,Public,Elementary,30,15,20,20,20,0,0,0,0,0,0,0
190918,2021-2022,Public,Elementary,10,25,25,20,10,40,55,55,0,0,0,0
191485,2021-2022,Public,Elementary,25,15,20,40,55,85,0,0,0,0,0,0
191957,2021-2022,Public,Elementary,35,35,35,25,35,50,25,45,0,0,0,0
193518,2021-2022,Public,Elementary,50,50,50,65,55,55,45,45,0,0,0,0
195073,2021-2022,Public,Elementary,30,40,25,25,25,0,0,0,0,0,0,0
195464,2021-2022,Public,Elementary,65,50,50,55,65,65,115,105,0,0,0,0
196371,2021-2022,Public,Elementary,40,40,50,35,25,0,0,0,0,0,0,0
196550,2021-2022,Public,Elementary,60,40,45,60,60,0,0,0,0,0,0,0
197319,2021-2022,Public,Elementary,0,0,0,0,0,0,80,75,0,0,0,0
198781,2021-2022,Public,Elementary,40,25,20,35,30,20,20,30,0,0,0,0
198846,2021-2022,Public,Elementary,25,30,25,25,30,0,0,0,0,0,0,0
910481,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,185,225,180,250
286850,2021-2022,Public,Elementary,20,25,20,75,75,100,160,165,0,0,0,0
201510,2021-2022,Public,Elementary,115,115,100,80,80,0,0,0,0,0,0,0
911070,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,15,15,40
203262,2021-2022,Public,Elementary,40,35,40,55,45,40,0,0,0,0,0,0
511195,2021-2022,Public,Elementary,0,0,0,0,0,0,0,0,0,0,0,0
207942,2021-2022,Public,Elementary,15,15,15,40,25,20,20,20,0,0,0,0
20486,2021-2022,Public,Elementary,25,35,30,30,25,20,0,0,0,0,0,0
210714,2021-2022,Public,Elementary,100,110,95,110,105,115,0,0,0,0,0,0
211060,2021-2022,Public,Elementary,50,50,35,60,40,40,35,35,0,0,0,0
211320,2021-2022,Public,Elementary,35,20,30,35,35,40,35,40,0,0,0,0
211451,2021-2022,Public,Elementary,20,20,30,15,20,30,0,0,0,0,0,0
211842,2021-2022,Public,Elementary,20,10,15,35,35,0,0,0,0,0,0,0
211974,2021-2022,Public,Elementary,45,30,20,30,40,50,35,30,0,0,0,0
912174,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,120,110,115,175
212750,2021-2022,Public,Elementary,20,20,15,25,15,20,0,0,0,0,0,0
212881,2021-2022,Public,Elementary,25,15,15,15,20,15,20,30,0,0,0,0
213144,2021-2022,Public,Elementary,30,25,30,20,20,0,0,0,0,0,0,0
912301,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,100,110,115,150
213403,2021-2022,Public,Elementary,40,45,40,55,60,35,40,0,0,0,0,0
213535,2021-2022,Public,Elementary,45,50,35,40,100,115,80,115,0,0,0,0
912360,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,175,155,175,280
216003,2021-2022,Public,Elementary,35,35,30,30,25,35,0,0,0,0,0,0
216402,2021-2022,Public,Elementary,60,60,55,60,60,70,0,0,0,0,0,0
216780,2021-2022,Public,Elementary,75,65,55,50,45,0,0,0,0,0,0,0
216917,2021-2022,Public,Elementary,0,0,0,0,0,0,195,225,0,0,0,0
217697,2021-2022,Public,Elementary,70,40,50,50,60,85,0,0,0,0,0,0
217824,2021-2022,Public,Elementary,35,35,35,55,35,25,0,0,0,0,0,0
220345,2021-2022,Public,Elementary,0,0,0,0,0,0,330,330,0,0,0,0
221597,2021-2022,Public,Elementary,45,35,30,30,40,30,0,0,0,0,0,0
529567,2021-2022,Public,Elementary,0,0,0,0,0,110,110,125,0,0,0,0
223158,2021-2022,Public,Elementary,30,25,35,35,25,0,0,0,0,0,0,0
225622,2021-2022,Public,Elementary,85,80,80,75,95,0,0,0,0,0,0,0
225886,2021-2022,Public,Elementary,30,35,25,15,20,0,0,0,0,0,0,0
229580,2021-2022,Public,Elementary,15,30,35,30,55,75,40,30,0,0,0,0
229652,2021-2022,Public,Elementary,20,25,15,15,25,0,0,0,0,0,0,0
943940,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,20,25,25,70
230820,2021-2022,Public,Elementary,90,110,100,130,100,130,0,0,0,0,0,0
232262,2021-2022,Public,Elementary,25,35,40,25,30,40,0,0,0,0,0,0
232904,2021-2022,Public,Elementary,15,20,10,15,10,40,0,0,0,0,0,0
233161,2021-2022,Public,Elementary,55,50,45,50,50,45,70,50,0,0,0,0
236675,2021-2022,Public,Elementary,25,40,40,20,15,45,0,0,0,0,0,0
551325,2021-2022,Public,Elementary,55,70,80,65,65,0,0,0,0,0,0,0
915688,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,220,205,260,265
245380,2021-2022,Public,Elementary,15,15,15,10,15,0,0,0,0,0,0,0
249807,2021-2022,Public,Elementary,25,25,10,10,20,20,25,15,0,0,0,0
237655,2021-2022,Public,Elementary,20,15,20,20,15,25,0,0,0,0,0,0
252271,2021-2022,Public,Elementary,35,25,15,20,20,25,0,0,0,0,0,0
252816,2021-2022,Public,Elementary,0,0,0,0,0,0,130,155,0,0,0,0
252832,2021-2022,Public,Elementary,0,0,0,0,0,0,175,160,0,0,0,0
253405,2021-2022,Public,Elementary,20,40,35,15,35,25,45,60,0,0,0,0
916463,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,15,20,15,55
255416,2021-2022,Public,Elementary,15,10,15,15,15,10,15,10,0,0,0,0
255467,2021-2022,Public,Elementary,40,35,35,35,25,50,35,40,0,0,0,0
255521,2021-2022,Public,Elementary,95,100,85,80,80,0,0,0,0,0,0,0
255785,2021-2022,Public,Elementary,15,15,15,25,40,35,20,35,0,0,0,0
255378,2021-2022,Public,Elementary,20,20,30,25,30,20,0,0,0,0,0,0
255947,2021-2022,Public,Elementary,0,0,0,0,0,145,135,135,0,0,0,0
256170,2021-2022,Public,Elementary,30,15,25,35,40,0,0,0,0,0,0,0
257214,2021-2022,Public,Elementary,45,45,40,45,25,35,0,0,0,0,0,0
258970,2021-2022,Public,Elementary,30,40,40,25,20,0,0,0,0,0,0,0
259551,2021-2022,Public,Elementary,0,0,0,0,0,140,170,190,0,0,0,0
261246,2021-2022,Public,Elementary,0,0,0,0,0,185,205,185,0,0,0,0
263010,2021-2022,Public,Elementary,0,0,0,15,35,90,90,105,0,0,0,0
263060,2021-2022,Public,Elementary,55,70,50,50,40,0,0,0,0,0,0,0
264695,2021-2022,Public,Elementary,0,0,0,0,0,0,30,30,0,0,0,0
266051,2021-2022,Public,Elementary,45,50,55,50,45,45,0,0,0,0,0,0
270504,2021-2022,Public,Elementary,0,0,0,0,0,145,160,145,0,0,0,0
270342,2021-2022,Public,Elementary,35,35,45,55,30,40,45,30,0,0,0,0
270474,2021-2022,Public,Elementary,50,60,55,60,60,65,110,105,0,0,0,0
917630,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,365,315,385,310
272280,2021-2022,Public,Elementary,50,60,65,80,55,50,85,100,0,0,0,0
270997,2021-2022,Public,Elementary,65,65,70,55,65,45,50,55,0,0,0,0
272426,2021-2022,Public,Elementary,45,40,55,65,90,60,0,0,0,0,0,0
274119,2021-2022,Public,Elementary,45,45,45,35,30,20,0,0,0,0,0,0
275158,2021-2022,Public,Elementary,30,30,20,30,30,30,0,0,0,0,0,0
918237,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,10,45
275280,2021-2022,Public,Elementary,45,20,40,20,35,45,0,0,0,0,0,0
277754,2021-2022,Public,Elementary,45,40,35,55,40,25,40,35,0,0,0,0
278165,2021-2022,Public,Elementary,35,35,15,35,55,75,0,0,0,0,0,0
278793,2021-2022,Public,Elementary,30,35,30,30,25,15,0,0,0,0,0,0
278920,2021-2022,Public,Elementary,70,65,60,45,60,55,40,40,0,0,0,0
279374,2021-2022,Public,Elementary,0,0,0,0,0,0,185,200,0,0,0,0
279706,2021-2022,Public,Elementary,15,15,15,15,15,20,20,20,0,0,0,0
284645,2021-2022,Public,Elementary,30,30,45,45,45,25,25,15,0,0,0,0
280917,2021-2022,Public,Elementary,0,0,0,0,0,0,90,75,0,0,0,0
280879,2021-2022,Public,Elementary,65,80,100,80,85,70,0,0,0,0,0,0
