Board Number|Board Name|School Number|School Name|School Type|School Level|School Language|Junior Kindergarten Enrolment|Kindergarten Enrolment|Grade 1 Enrolment|Grade 2 Enrolment|Grade 3 Enrolment|Grade 4 Enrolment|Grade 5 Enrolment|Grade 6 Enrolment|Grade 7 Enrolment|Grade 8 Enrolment|Grade 9 Enrolment|Grade 10 Enrolment|Grade 11 Enrolment|Grade 12 Enrolment
B29122|CSDC du Nouvel-Ontario|705970|Ecole elementaire catholique Jean-Paul II|Catholic|Elementary|French|45|40|30|45|40|55|50|40|40|45||||
B29122|CSDC du Nouvel-Ontario|750518|Ecole elementaire catholique Trillium|Catholic|Elementary|French|||||||||15|20||||
B29122|CSDC du Nouvel-Ontario|696048|Ecole secondaire Catholique Champlain|Catholic|Secondary|French|||||||||||75|70|60|50
B29122|CSDC du Nouvel-Ontario|707511|Ecole secondaire Notre-Dame-du-Sault|Catholic|Secondary|French|||||||||||25|15|10|20
B29122|CSDC du Nouvel-Ontario|704989|Ecole secondaire catholique Franco-Ouest|Catholic|Secondary|French|||||||||||10|15|15|10
B29122|CSDC du Nouvel-Ontario|705004|Ecole secondaire catholique Jeunesse-Nord|Catholic|Secondary|French|||||||||||<10|20|15|15
B29122|CSDC du Nouvel-Ontario|701700|Ecole secondaire catholique Saint-Joseph|Catholic|Secondary|French|||||||||||10|10|15|<10
B29122|CSDC du Nouvel-Ontario|704970|Ecole secondaire catholique Trillium|Catholic|Secondary|French|||||||||||10|20|10|10
B29122|CSDC du Nouvel-Ontario|771473|Ecole secondaire catholique l'Horizon|Catholic|Secondary|French|||||||||||85|110|100|100
B29122|CSDC du Nouvel-Ontario|705110|Ecole secondaire du Sacre-Coeur|Catholic|Secondary|French|||||||||||60|60|40|40
B29122|CSDC du Nouvel-Ontario|707449|Ecole separee Felix-Ricard|Catholic|Elementary|French|25|25|20|25|25|25|25|25|60|50||||
B29122|CSDC du Nouvel-Ontario|738379|Ecole separee Georges-Vanier|Catholic|Elementary|French|<10|15|<10|15|<10|<10|<10|<10|<10|<10||||
B29122|CSDC du Nouvel-Ontario|737070|Ecole separee Notre-Dame|Catholic|Elementary|French|30|35|25|20|25|30|35|20|30|25||||
B29122|CSDC du Nouvel-Ontario|738506|Ecole separee Notre-Dame-de-la-Merci|Catholic|Elementary|French|25|15|15|20|10|10|15|10|<10|10||||
B29122|CSDC du Nouvel-Ontario|754757|Ecole separee Sacre-Coeur|Catholic|Elementary|French|10|15|<10|15|10|10|20|<10||||||
B29122|CSDC du Nouvel-Ontario|774480|Ecole separee Saint-Antoine|Catholic|Elementary|French|15|15|<10|15|<10|<10|<10|10|10|<10||||
B29122|CSDC du Nouvel-Ontario|775169|Ecole separee Saint-Augustin|Catholic|Elementary|French|10|25|15|25|35|20|30|25|20|30||||
B29122|CSDC du Nouvel-Ontario|687022|Ecole separee Saint-Charles-Borromee|Catholic|Elementary|French|<10|<10|<10|<10|<10|<10||||||||
B29122|CSDC du Nouvel-Ontario|786470|Ecole separee Saint-Denis|Catholic|Elementary|French|50|35|45|35|40|40|30|45|40|35||||
B29122|CSDC du Nouvel-Ontario|787329|Ecole separee Saint-Dominique|Catholic|Elementary|French|40|30|20|25|20|20|15|15||||||
B29122|CSDC du Nouvel-Ontario|806625|Ecole separee Saint-Joseph|Catholic|Elementary|French|20|15|20|25|20|15|15|15|10|20||||
B29122|CSDC du Nouvel-Ontario|761125|Ecole separee Saint-Joseph|Catholic|Elementary|French|25|25|25|20|35|||||||||
B29122|CSDC du Nouvel-Ontario|808180|Ecole separee Saint-Joseph|Catholic|Elementary|French|20|25|20|20|15|20|20|15|20|15||||
B29122|CSDC du Nouvel-Ontario|811599|Ecole separee Saint-Joseph|Catholic|Elementary|French|<10|<10|<10|<10|<10|<10|<10|<10|<10|10||||
B29122|CSDC du Nouvel-Ontario|705403|Ecole separee Saint-Paul|Catholic|Elementary|French|15|15|15|15|20|20|15|15|20|15||||
B29122|CSDC du Nouvel-Ontario|846449|Ecole separee Saint-Pierre|Catholic|Elementary|French|25|20|25|25|20|20|20|25|15|15||||
B29122|CSDC du Nouvel-Ontario|704962|Ecole separee Saint-Thomas|Catholic|Elementary|French||<10|<10|<10|<10|<10|<10|<10|<10|<10||||
B29122|CSDC du Nouvel-Ontario|860700|Ecole separee Sainte-Anne|Catholic|Elementary|French|<10|<10|<10|<10|<10|<10|<10|<10||||||
B29122|CSDC du Nouvel-Ontario|862886|Ecole separee Sainte-Marie|Catholic|Elementary|French|20|25|30|20|25|35|35|40|35|30||||
B29122|CSDC du Nouvel-Ontario|762946|Ecole separee Sainte-Therese|Catholic|Elementary|French||||||15|15|30|25|20||||
B29122|CSDC du Nouvel-Ontario|789607|Ecole separee St-Etienne|Catholic|Elementary|French|20|15|25|10|<10|20|10|20|15|15||||
B29122|CSDC du Nouvel-Ontario|811173|Ecole separee St-Joseph|Catholic|Elementary|French|15|10|10|<10|<10|15|10|15|10|10||||
B29122|CSDC du Nouvel-Ontario|705080|Ecole separee elementaire l'Horizon|Catholic|Elementary|French||||||||||15||||
B67300|Conseil scolaire catholique Providence|860919|Centre de formation pour adultes|Catholic|Secondary|French||||||||||||||25
B67300|Conseil scolaire catholique Providence|866569|Ecole elementaire catholique E.J. Lajeunesse|Catholic|Elementary|French|||||||||50|45||||
B67300|Conseil scolaire catholique Providence|707880|Ecole elementaire catholique Frere Andre|Catholic|Elementary|French|65|70|55|45|60|45|50|45||||||
B67300|Conseil scolaire catholique Providence|708054|Ecole elementaire catholique Georges P Vanier|Catholic|Elementary|French|45|55|35|40|50|35|35|30|25|40||||
B67300|Conseil scolaire catholique Providence|732400|Ecole elementaire catholique Monseigneur Augustin Caron|Catholic|Elementary|French|55|55|55|50|55|55|50|60|45|45||||
B67300|Conseil scolaire catholique Providence|797359|Ecole elementaire catholique Monseigneur Jean Noel|Catholic|Elementary|French|35|35|40|35|40|35|50|60|35|40||||
B67300|Conseil scolaire catholique Providence|695025|Ecole elementaire catholique Monseigneur-Bruyere|Catholic|Elementary|French|||||||||125|130||||
B67300|Conseil scolaire catholique Providence|765865|Ecole elementaire catholique Notre-Dame|Catholic|Elementary|French|||||||||50|45||||
B67300|Conseil scolaire catholique Providence|705349|Ecole elementaire catholique Pavillon des Jeunes|Catholic|Elementary|French|50|60|60|55|30|45|40|40|45|40||||
B67300|Conseil scolaire catholique Providence|768138|Ecole elementaire catholique Saint-Ambroise|Catholic|Elementary|French|15|15|10|10|10|<10|15|10|<10|<10||||
B67300|Conseil scolaire catholique Providence|774901|Ecole elementaire catholique Saint-Antoine|Catholic|Elementary|French|15|25|30|20|30|25|25|30|25|25||||
B67300|Conseil scolaire catholique Providence|787515|Ecole elementaire catholique Saint-Edmond|Catholic|Elementary|French|45|40|30|40|25|30|35|30|20|25||||
B67300|Conseil scolaire catholique Providence|791288|Ecole elementaire catholique Saint-Francis|Catholic|Elementary|French|20|25|15|10|20|15|10|<10|10|10||||
B67300|Conseil scolaire catholique Providence|792187|Ecole elementaire catholique Saint-Francois-Xavier|Catholic|Elementary|French|||||||||30|35||||
B67300|Conseil scolaire catholique Providence|804150|Ecole elementaire catholique Saint-Jean-Baptiste|Catholic|Elementary|French|30|55|35|40|35|40|35|55|35|40||||
B67300|Conseil scolaire catholique Providence|715539|Ecole elementaire catholique Saint-Jean-de-Brebeuf|Catholic|Elementary|French|60|70|65|50|50|35|55|35||||||
B67300|Conseil scolaire catholique Providence|832626|Ecole elementaire catholique Saint-Michel|Catholic|Elementary|French|40|50|40|60|50|55|50|60|35|40||||
B67300|Conseil scolaire catholique Providence|863009|Ecole elementaire catholique Saint-Paul|Catholic|Elementary|French|10|10|<10|<10|10|15|15|15|10|15||||
B67300|Conseil scolaire catholique Providence|845639|Ecole elementaire catholique Saint-Philippe|Catholic|Elementary|French|10|10|10|15|20|10|15|15|15|10||||
B67300|Conseil scolaire catholique Providence|855375|Ecole elementaire catholique Saint-Thomas-d'Aquin|Catholic|Elementary|French|25|30|25|35|35|35|25|35||||||
B67300|Conseil scolaire catholique Providence|861170|Ecole elementaire catholique Sainte-Catherine|Catholic|Elementary|French|15|15|15|15|15|20|15|25|60|65||||
B67300|Conseil scolaire catholique Providence|730327|Ecole elementaire catholique Sainte-Marguerite-Bourgeoys|Catholic|Elementary|French|60|50|60|55|60|50|55|45||||||
B67300|Conseil scolaire catholique Providence|822540|Ecole elementaire catholique Sainte-Marie|Catholic|Elementary|French|50|40|50|40|45|50|45|45||||||
B67300|Conseil scolaire catholique Providence|863394|Ecole elementaire catholique Sainte-Therese|Catholic|Elementary|French|45|75|55|70|50|60|55|50|35|50||||
B67300|Conseil scolaire catholique Providence|863726|Ecole elementaire catholique Sainte-Ursule|Catholic|Elementary|French|20|25|20|20|20|15|15|15|25|15||||
B67300|Conseil scolaire catholique Providence|728659|Ecole elementaire catholique St-Dominique-Savio|Catholic|Elementary|French|25|20|20|15|15|15|15|<10|<10|<10||||
B67300|Conseil scolaire catholique Providence|701777|Ecole elementaire catholique Ste-Jeanne-d'Arc|Catholic|Elementary|French|40|40|50|40|35|40|35|35||||||
B67300|Conseil scolaire catholique Providence|761907|Ecole elementaire catholique Ste-Marguerite-d'Youville|Catholic|Elementary|French|55|30|45|60|50|45|50|45|40|40||||
B67300|Conseil scolaire catholique Providence|822786|Ecole elementaire catholique l'Essor|Catholic|Elementary|French|||||||||25|15||||
B67300|Conseil scolaire catholique Providence|704717|Ecole secondaire catholique E.J.Lajeunesse|Catholic|Secondary|French|||||||||||115|135|115|125
B67300|Conseil scolaire catholique Providence|708500|Ecole secondaire catholique Ecole secondaire Monseigneur-Bruyere|Catholic|Secondary|French|||||||||||85|55|60|60
B67300|Conseil scolaire catholique Providence|705438|Ecole secondaire catholique Ecole secondaire Notre-Dame|Catholic|Secondary|French|||||||||||20|20|20|15
B67300|Conseil scolaire catholique Providence|705101|Ecole secondaire catholique Ecole secondaire Saint-Dominique-Savio|Catholic|Secondary|French|||||||||||<10|<10|<10|<10
B67300|Conseil scolaire catholique Providence|791601|Ecole secondaire catholique Ecole secondaire Saint-Francois-Xavier|Catholic|Secondary|French|||||||||||30|15|30|20
B67300|Conseil scolaire catholique Providence|707015|Ecole secondaire catholique Ecole secondaire de Pain Court|Catholic|Secondary|French|||||||||||65|80|55|70
B67300|Conseil scolaire catholique Providence|728772|Ecole secondaire catholique l'Essor|Catholic|Secondary|French|||||||||||230|205|185|185
B66150|DSB Niagara|000590|A K Wigg Public School|Public|Elementary|English|30|25|30|35|30|35|40|40|35|50||||
B66150|DSB Niagara|890200|A N Myer Secondary School|Public|Secondary|English|||||||||||280|290|345|315
B66150|DSB Niagara|505005|Applewood Public School|Public|Elementary|English|20|20|25|20|25|15|25|30||||||
B66150|DSB Niagara|894109|Beamsville District Secondary School|Public|Secondary|English|||||||||||95|90|110|135
B66150|DSB Niagara|070661|Burleigh Hill Public School|Public|Elementary|English|20|15|10|15|<10|20|15|10|15|10||||
B66150|DSB Niagara|073784|Caistor Central Public School|Public|Elementary|English|25|30|25|15|20|15|30|10|25|25||||
B66150|DSB Niagara|084700|Carleton Public School|Public|Elementary|English|20|20|25|20|25|25|30|20|25|25||||
B66150|DSB Niagara|094978|Central Public School|Public|Elementary|English|||80|80|65|65|70|70|55|55||||
B66150|DSB Niagara|105767|Cherrywood Acres Public School|Public|Elementary|English|15|20|25|15|15|20|30|30|30|20||||
B66150|DSB Niagara|121754|Connaught Public School|Public|Elementary|English|50|45|10|30|30|25|30|30|25|25||||
B66150|DSB Niagara|235750|Crossroads Public School|Public|Elementary|English|45|35|50|35|35|45|55|45|70|55||||
B66150|DSB Niagara|547449|DSBN Academy|Public|Elementary|English||||||||70|80|90||||
B66150|DSB Niagara|935455|DSBN Academy|Public|Secondary|English|||||||||||60|50|45|45
B66150|DSB Niagara|131890|Dalewood Public School|Public|Elementary|English|||55|55|60|60|45|50|35|50||||
B66150|DSB Niagara|139823|DeWitt Carter Public School|Public|Elementary|English|20|25|15|25|20|25|25|20|35|20||||
B66150|DSB Niagara|001793|Diamond Trail Public School|Public|Elementary|English|35|30|35|45|35|30|55|35|30|35||||
B66150|DSB Niagara|156418|E I McCulley Public School|Public|Elementary|English|30|25|25|25|25|20|35|25|25|30||||
B66150|DSB Niagara|906328|E L Crossley Secondary School|Public|Secondary|English|||||||||||200|185|180|205
B66150|DSB Niagara|906972|Eastdale Secondary School|Public|Secondary|English|||||||||||85|70|90|120
B66150|DSB Niagara|907677|Eden High School|Public|Secondary|English|||||||||||320|280|210|240
B66150|DSB Niagara|165956|Edith Cavell Public School|Public|Elementary|English|30|30|25|20|15|30|20|25|25|20||||
B66150|DSB Niagara|195596|Ferndale Public School|Public|Elementary|English|30|40|25|40|45|25|50|30|35|55||||
B66150|DSB Niagara|197416|Fitch Street Public School|Public|Elementary|English|40|55|40|35|40|50|45|25|45|40||||
B66150|DSB Niagara|326785|Forestview Public School|Public|Elementary|English|50|70|55|60|85|70|75|75|75|70||||
B66150|DSB Niagara|207810|Gainsborough Central Public School|Public|Elementary|English|25|25|20|25|20|30|35|20|20|20||||
B66150|DSB Niagara|210358|Garrison Road Public School|Public|Elementary|English|35|50|50|55|65|40|50|45|55|35||||
B66150|DSB Niagara|218600|Glendale Public School|Public|Elementary|English|20|15|20|20|25|15|25|30|25|15||||
B66150|DSB Niagara|201138|Glynn A Green Public School|Public|Elementary|English|40|35|35|30|40|40|30|50|35|45||||
B66150|DSB Niagara|221856|Gordon Public School|Public|Elementary|English|35|40|60|65|55|50|55|60|40|65||||
B66150|DSB Niagara|914010|Governor Simcoe Secondary School|Public|Secondary|English|||||||||||145|160|185|205
B66150|DSB Niagara|225754|Gracefield Public School|Public|Elementary|English|10|15|10|25|10|20|15|20|15|25||||
B66150|DSB Niagara|226556|Grand Avenue Public School|Public|Elementary|English|20|25|20|20|20|25|30|30|20|25||||
B66150|DSB Niagara|228010|Grapeview Public School|Public|Elementary|English|35|35|30|40|40|40|40|30|35|40||||
B66150|DSB Niagara|897646|Greater Fort Erie Secondary School|Public|Secondary|English|||||||||||200|265|215|285
B66150|DSB Niagara|229520|Greendale Public School|Public|Elementary|English|35|35|30|35|30|30|35|25|35|30||||
B66150|DSB Niagara|914517|Grimsby Secondary School|Public|Secondary|English|||||||||||205|245|215|230
B66150|DSB Niagara|294037|Harriet Tubman Public School|Public|Elementary|English|85|85|65|65|70|70|65|65|65|55||||
B66150|DSB Niagara|254223|Heximer Avenue Public School|Public|Elementary|English|20|25|20|25|20|25|30|20|15|30||||
B66150|DSB Niagara|281000|Jacob Beam Public School|Public|Elementary|English|30|35|20|25|20|20|20|30|25|25||||
B66150|DSB Niagara|281654|James Morden Public School|Public|Elementary|English|25|35|40|30|35|25|35|30|30|30||||
B66150|DSB Niagara|264237|Jeanne Sauve Public School|Public|Elementary|English|||95|85|85|70|75|60|60|60||||
B66150|DSB Niagara|001649|John Brant Public School|Public|Elementary|English|65|55|65|60|50|50|55|55|60|60||||
B66150|DSB Niagara|283991|John Marshall Public School|Public|Elementary|English|10|20|15|10|10|15|20|20|15|25||||
B66150|DSB Niagara|287660|Kate S Durdan Public School|Public|Elementary|English|60|50|55|45|65|60|50|55|65|55||||
B66150|DSB Niagara|304921|Lakeview Public School|Public|Elementary|English|50|45|40|35|25|35|45|50|35|45||||
B66150|DSB Niagara|921750|Laura Secord Secondary School|Public|Secondary|English|||||||||||165|140|155|165
B66150|DSB Niagara|922854|Lifetime Learning Centre Secondary School|Public|Secondary|English||||||||||||||210
B66150|DSB Niagara|313114|Lincoln Centennial Public School|Public|Elementary|English|30|40|35|30|35|35|35|20|35|40||||
B66150|DSB Niagara|318086|Lockview Public School|Public|Elementary|English|45|45|30|40|40|35|40|45|30|50||||
B66150|DSB Niagara|344834|Martha Cullimore Public School|Public|Elementary|English|25|30|20|30|25|25|35|20|55|30||||
B66150|DSB Niagara|352500|McKay Public School|Public|Elementary|English|20|30|35|40|40|60|65|45|50|50||||
B66150|DSB Niagara|382868|Nelles Public School|Public|Elementary|English|30|30|25|30|30|35|25|30|45|50||||
B66150|DSB Niagara|414514|Oakridge Public School|Public|Elementary|English|35|35|30|30|25|45|30|40|30|35||||
B66150|DSB Niagara|414905|Oakwood Public School|Public|Elementary|English|15|15|20|20|20|20|20|15|15|20||||
B66150|DSB Niagara|417521|Ontario Public School|Public|Elementary|English|15|25|15|25|20|25|25|25|30|25||||
B66150|DSB Niagara|419320|Orchard Park Public School|Public|Elementary|English|35|35|30|30|25|30|35|40|45|30||||
B66150|DSB Niagara|433357|Park Public School|Public|Elementary|English|25|25|<10|15|<10|10|15|15||||||
B66150|DSB Niagara|436747|Parnall Public School|Public|Elementary|English|25|35|30|25|30|35|35|40|40|25||||
B66150|DSB Niagara|557773|Peace Bridge Public School|Public|Elementary|English|40|40|45|45|45|40|55|35|40|30||||
B66150|DSB Niagara|514780|Pine Grove Public School|Public|Elementary|English|35|45|35|25|35|40|40|35|40|40||||
B66150|DSB Niagara|449350|Plymouth Public School|Public|Elementary|English|30|35|40|30|40|30|35|25|25|20||||
B66150|DSB Niagara|935700|Port Colborne High School|Public|Secondary|English|||||||||||105|95|80|110
B66150|DSB Niagara|451568|Port Weller Public School|Public|Elementary|English|35|25|25|35|25|30|40|30|25|25||||
B66150|DSB Niagara|452084|Power Glen School|Public|Elementary|English|30|25|30|30|40|30|40|40|35|45||||
B66150|DSB Niagara|456110|Prince Philip Public School|Public|Elementary|English|||75|60|60|60|50|45|65|50||||
B66150|DSB Niagara|455989|Prince Philip Public School|Public|Elementary|English|50|50|25|45|30|40|55|40|45|35||||
B66150|DSB Niagara|455202|Prince of Wales Public School|Public|Elementary|English|20|25|15|20|20|10|15|20|25|15||||
B66150|DSB Niagara|455075|Prince of Wales Public School|Public|Elementary|English|25|30|20|20|20|30|20|20|20|15||||
B66150|DSB Niagara|457540|Princess Elizabeth Public School|Public|Elementary|English|35|45|45|40|45|40|65|40|40|40||||
B66150|DSB Niagara|458066|Princess Margaret Public School|Public|Elementary|English|40|45|40|40|40|45|45|35|35|30||||
B66150|DSB Niagara|461415|Quaker Road Public School|Public|Elementary|English|30|40|30|35|30|40|30|45|35|35||||
B66150|DSB Niagara|483117|Richmond Street Public School|Public|Elementary|English|45|50|40|45|50|55|60|50|50|60||||
B66150|DSB Niagara|485365|River View Public School|Public|Elementary|English|25|40|35|45|25|40|35|35|40|40||||
B66150|DSB Niagara|491861|Ross Public School|Public|Elementary|English|30|20|25|25|25|20|25|20|20|15||||
B66150|DSB Niagara|505382|Senator Gibson Public School|Public|Elementary|English|45|60|55|45|55|50|55|50|65|60||||
B66150|DSB Niagara|514748|Simcoe Street Public School|Public|Elementary|English|25|20|15|15|20|20|10|15|20|10||||
B66150|DSB Niagara|942464|Sir Winston Churchill Secondary School|Public|Secondary|English|||||||||||220|240|250|270
B66150|DSB Niagara|517453|Smith Public School|Public|Elementary|English|35|40|30|40|30|35|30|40|35|40||||
B66150|DSB Niagara|117722|Smithville Public School|Public|Elementary|English|40|55|40|40|40|40|30|55|30|45||||
B66150|DSB Niagara|944157|St Catharines Collegiate Institute and Vocational School|Public|Secondary|English|||||||||||95|100|125|210
B66150|DSB Niagara|529648|St Davids Public School|Public|Elementary|English|40|35|40|35|35|30|40|30|35|25||||
B66150|DSB Niagara|945064|Stamford Collegiate|Public|Secondary|English|||||||||||145|140|125|180
B66150|DSB Niagara|535419|Steele Street Public School|Public|Elementary|English|20|20|15|20|25|15|15|20|30|20||||
B66150|DSB Niagara|536636|Stevensville Public School|Public|Elementary|English|40|35|30|30|25|25|45|40|30|35||||
B66150|DSB Niagara|948055|Thorold Secondary School|Public|Secondary|English|||||||||||140|150|155|175
