School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,Total Enrolment
497134,2021-2022,Public,Elementary,40,30,30,35,25,20,0,0,0,0,0,0,180
572312,2021-2022,Public,Elementary,0,0,0,0,0,0,70,60,0,0,0,0,130
156264,2021-2022,Public,Elementary,0,0,0,0,0,0,25,30,0,0,0,0,55
165417,2021-2022,Public,Elementary,30,25,25,20,20,30,0,0,0,0,0,0,150
282260,2021-2022,Public,Elementary,55,50,50,55,45,50,0,0,0,0,0,0,305
156183,2021-2022,Public,Elementary,0,0,0,0,0,0,115,120,0,0,0,0,235
165395,2021-2022,Public,Elementary,20,25,20,20,15,35,0,0,0,0,0,0,135
156256,2021-2022,Public,Elementary,35,55,40,45,25,60,0,0,0,0,0,0,260
419354,2021-2022,Public,Elementary,15,20,10,15,20,10,10,10,0,0,0,0,110
165450,2021-2022,Public,Elementary,20,20,35,15,15,10,0,0,0,0,0,0,115
302481,2021-2022,Public,Elementary,15,20,15,10,15,15,0,0,0,0,0,0,90
19735,2021-2022,Public,Elementary,60,75,65,80,45,50,0,0,0,0,0,0,375
191313,2021-2022,Public,Elementary,50,50,60,30,20,40,0,0,0,0,0,0,250
32247,2021-2022,Public,Elementary,20,40,35,35,40,50,0,0,0,0,0,0,220
165000,2021-2022,Public,Elementary,20,25,20,20,65,15,15,10,0,0,0,0,190
309192,2021-2022,Public,Elementary,30,25,20,75,35,30,0,0,0,0,0,0,215
442869,2021-2022,Public,Elementary,0,0,0,0,0,0,35,30,0,0,0,0,65
539105,2021-2022,Public,Elementary,50,40,35,35,35,30,0,0,0,0,0,0,225
311090,2021-2022,Public,Elementary,15,25,10,25,20,20,0,0,0,0,0,0,115
480785,2021-2022,Public,Elementary,10,25,20,20,15,10,0,0,0,0,0,0,100
10340,2021-2022,Public,Elementary,40,30,30,35,30,40,0,0,0,0,0,0,205
328910,2021-2022,Public,Elementary,15,25,10,25,20,10,0,0,0,0,0,0,105
157909,2021-2022,Public,Elementary,20,25,30,10,10,10,0,0,0,0,0,0,105
232544,2021-2022,Public,Elementary,0,0,0,0,0,0,25,20,0,0,0,0,45
164941,2021-2022,Public,Elementary,20,20,15,10,15,15,0,0,0,0,0,0,95
619655,2021-2022,Public,Elementary,15,15,15,10,15,10,0,0,0,0,0,0,80
42108,2021-2022,Public,Elementary,20,15,30,20,25,10,0,0,0,0,0,0,120
165484,2021-2022,Public,Elementary,40,50,30,30,25,25,0,0,0,0,0,0,200
165476,2021-2022,Public,Elementary,40,35,55,50,40,35,0,0,0,0,0,0,255
165425,2021-2022,Public,Elementary,35,30,25,25,25,35,0,0,0,0,0,0,175
412543,2021-2022,Public,Elementary,0,0,0,0,0,0,55,55,0,0,0,0,110
298133,2021-2022,Public,Elementary,35,45,40,70,40,40,0,0,0,0,0,0,270
530476,2021-2022,Public,Elementary,25,25,30,25,30,15,0,0,0,0,0,0,150
588462,2021-2022,Public,Elementary,0,0,0,0,0,0,85,80,0,0,0,0,165
37753,2021-2022,Public,Elementary,10,15,10,10,10,10,0,0,0,0,0,0,65
298572,2021-2022,Public,Elementary,0,0,0,0,0,0,50,35,0,0,0,0,85
629646,2021-2022,Public,Elementary,15,20,20,20,25,15,15,10,0,0,0,0,140
426502,2021-2022,Public,Elementary,25,30,20,20,25,15,0,0,0,0,0,0,135
186910,2021-2022,Public,Elementary,0,0,0,0,0,0,70,55,0,0,0,0,125
705128,2021-2022,Catholic,Elementary,0,0,0,0,0,0,70,60,0,0,0,0,130
766928,2021-2022,Catholic,Elementary,0,0,0,0,0,0,65,75,0,0,0,0,140
705497,2021-2022,Catholic,Elementary,0,0,0,0,0,0,75,85,0,0,0,0,160
849732,2021-2022,Catholic,Elementary,0,0,0,0,0,0,75,80,0,0,0,0,155
750468,2021-2022,Catholic,Elementary,0,0,0,0,0,0,110,145,0,0,0,0,255
739984,2021-2022,Catholic,Elementary,0,0,0,0,0,0,120,110,0,0,0,0,230
704997,2021-2022,Catholic,Elementary,0,0,0,0,0,0,155,130,0,0,0,0,285
735092,2021-2022,Catholic,Elementary,0,0,0,0,0,0,95,105,0,0,0,0,200
781231,2021-2022,Catholic,Elementary,0,0,0,0,0,0,35,45,0,0,0,0,80
772491,2021-2022,Catholic,Elementary,0,0,0,0,0,0,165,220,0,0,0,0,385
839486,2021-2022,Catholic,Elementary,0,0,0,0,0,0,110,115,0,0,0,0,225
683922,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,75,55,65,60,255
780213,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,10,40
733458,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,30,50,45,45,170
740390,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,70,50,80,65,265
854087,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,10,40
846041,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,65,55,45,50,215
751073,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,115,90,125,95,425
705357,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,145,155,120,110,530
706477,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,120,125,110,80,435
691950,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,95,45,55,65,260
782017,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,110,90,120,100,420
790001,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,140,155,130,115,540
865368,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,105,95,95,75,370
789369,2021-2022,Catholic,Elementary,35,25,50,40,40,25,0,0,0,0,0,0,215
694100,2021-2022,Catholic,Elementary,35,35,35,35,35,35,0,0,0,0,0,0,210
699764,2021-2022,Catholic,Elementary,40,35,30,35,35,45,0,0,0,0,0,0,220
707910,2021-2022,Catholic,Elementary,40,30,50,45,45,45,0,0,0,0,0,0,255
707970,2021-2022,Catholic,Elementary,60,50,65,50,60,45,0,0,0,0,0,0,330
722510,2021-2022,Catholic,Elementary,20,15,15,15,15,15,15,10,0,0,0,0,120
837115,2021-2022,Catholic,Elementary,25,25,30,20,15,15,0,0,0,0,0,0,130
689705,2021-2022,Catholic,Elementary,30,40,25,35,40,25,0,0,0,0,0,0,195
795917,2021-2022,Catholic,Elementary,30,30,35,30,35,30,0,0,0,0,0,0,190
705411,2021-2022,Catholic,Elementary,25,20,20,15,15,20,0,0,0,0,0,0,115
751842,2021-2022,Catholic,Elementary,0,0,0,60,60,80,0,0,0,0,0,0,200
857072,2021-2022,Catholic,Elementary,40,55,50,0,0,0,0,0,0,0,0,0,145
733555,2021-2022,Catholic,Elementary,20,30,25,30,25,35,30,20,0,0,0,0,215
690007,2021-2022,Catholic,Elementary,55,60,45,50,55,55,25,10,0,0,0,0,355
729949,2021-2022,Catholic,Elementary,30,30,20,30,20,25,0,0,0,0,0,0,155
737330,2021-2022,Catholic,Elementary,20,15,25,30,15,30,10,10,0,0,0,0,155
732080,2021-2022,Catholic,Elementary,25,25,35,20,20,30,0,0,0,0,0,0,155
828752,2021-2022,Catholic,Elementary,15,15,20,20,10,10,10,15,0,0,0,0,115
738166,2021-2022,Catholic,Elementary,20,30,30,35,30,40,0,0,0,0,0,0,185
738190,2021-2022,Catholic,Elementary,10,20,15,15,15,15,15,10,0,0,0,0,115
773943,2021-2022,Catholic,Elementary,30,15,35,35,20,25,30,35,0,0,0,0,225
705330,2021-2022,Catholic,Elementary,20,25,25,25,35,20,0,0,0,0,0,0,150
774642,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
815640,2021-2022,Catholic,Elementary,15,10,15,15,15,20,15,10,0,0,0,0,115
802662,2021-2022,Catholic,Elementary,25,25,15,20,35,25,0,0,0,0,0,0,145
800490,2021-2022,Catholic,Elementary,20,35,35,40,35,30,0,0,0,0,0,0,195
788438,2021-2022,Catholic,Elementary,30,30,20,20,35,30,0,0,0,0,0,0,165
798223,2021-2022,Catholic,Elementary,20,20,15,20,15,20,0,0,0,0,0,0,110
810398,2021-2022,Catholic,Elementary,20,10,10,15,10,10,10,20,0,0,0,0,105
819026,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
841308,2021-2022,Catholic,Elementary,25,30,25,20,30,20,0,0,0,0,0,0,150
694632,2021-2022,Catholic,Elementary,20,10,15,10,25,15,0,0,0,0,0,0,95
837180,2021-2022,Catholic,Elementary,35,20,45,40,30,45,0,0,0,0,0,0,215
845744,2021-2022,Catholic,Elementary,20,20,15,15,20,20,0,0,0,0,0,0,110
842524,2021-2022,Catholic,Elementary,25,20,30,20,20,25,0,0,0,0,0,0,140
848808,2021-2022,Catholic,Elementary,30,25,50,30,35,25,0,0,0,0,0,0,195
779909,2021-2022,Catholic,Elementary,30,25,30,30,25,25,0,0,0,0,0,0,165
861529,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
690740,2021-2022,Catholic,Elementary,35,40,30,40,30,45,0,0,0,0,0,0,220
862525,2021-2022,Catholic,Elementary,20,35,15,45,30,25,0,0,0,0,0,0,170
730211,2021-2022,Catholic,Elementary,20,20,15,25,20,20,10,10,0,0,0,0,140
822671,2021-2022,Catholic,Elementary,25,25,20,30,30,20,0,0,0,0,0,0,150
838632,2021-2022,Catholic,Elementary,15,10,15,10,10,10,10,10,0,0,0,0,90
773557,2021-2022,Catholic,Elementary,50,45,40,45,50,35,0,0,0,0,0,0,265
822000,2021-2022,Catholic,Elementary,50,40,50,50,55,50,0,0,0,0,0,0,295
725714,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0,70
758965,2021-2022,Catholic,Elementary,20,10,20,15,10,15,0,0,0,0,0,0,90
760021,2021-2022,Catholic,Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0
861391,2021-2022,Catholic,Elementary,15,15,10,10,15,10,10,0,0,0,0,0,85
755532,2021-2022,Catholic,Elementary,10,25,20,20,20,20,0,0,0,0,0,0,115
727270,2021-2022,Catholic,Elementary,20,20,25,20,25,25,25,30,0,0,0,0,190
955622,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,35,65
45253,2021-2022,Public,Elementary,10,0,10,0,0,0,10,10,0,0,0,0,40
342432,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
568961,2021-2022,Public,Elementary,30,20,30,25,35,20,0,0,0,0,0,0,160
332100,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
460338,2021-2022,Public,Elementary,10,10,10,15,10,10,0,0,0,0,0,0,65
242853,2021-2022,Public,Elementary,0,0,0,0,0,0,30,35,0,0,0,0,65
157325,2021-2022,Public,Elementary,35,40,35,45,35,30,0,0,0,0,0,0,220
408735,2021-2022,Public,Elementary,40,40,40,35,40,40,0,0,0,0,0,0,235
282898,2021-2022,Public,Elementary,25,10,20,15,10,10,0,0,0,0,0,0,90
327425,2021-2022,Public,Elementary,0,0,0,0,0,0,100,80,0,0,0,0,180
164909,2021-2022,Public,Elementary,15,25,15,10,15,10,10,15,0,0,0,0,115
174882,2021-2022,Public,Elementary,15,20,15,20,30,30,30,30,0,0,0,0,190
138720,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
164925,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
25977,2021-2022,Public,Elementary,10,0,10,0,10,10,10,0,0,0,0,0,50
539197,2021-2022,Public,Elementary,15,10,15,10,15,10,10,0,0,0,0,0,85
912573,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,15,10,10,45
924792,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,10,40
907448,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,35,45,30,20,130
907570,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,115,80,70,110,375
965570,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,10,40
911100,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,15,45
890817,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,15,10,10,45
67321,2021-2022,Public,Elementary,40,45,45,50,50,55,0,0,0,0,0,0,285
199737,2021-2022,Public,Elementary,40,40,30,30,20,15,40,30,0,0,0,0,245
165182,2021-2022,Public,Elementary,25,30,30,20,30,20,25,20,0,0,0,0,200
314242,2021-2022,Public,Elementary,35,30,25,40,30,25,0,0,0,0,0,0,185
469165,2021-2022,Public,Elementary,0,0,0,0,0,0,20,20,0,0,0,0,40
156230,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
902306,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,10,20
966753,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,10,40
922870,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,20,20,20,25,85
918296,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,15,10,15,50
919055,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,20,20,20,15,75
946117,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,30,30,20,25,105
909335,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,15,10,10,10,45
922874,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,0,0,0,10
574724,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
126258,2021-2022,Public,Elementary,0,0,0,0,0,0,15,25,0,0,0,0,40
111532,2021-2022,Public,Elementary,15,15,10,15,15,20,15,15,0,0,0,0,120
544636,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
260926,2021-2022,Public,Elementary,10,15,15,10,15,10,10,10,0,0,0,0,95
848662,2021-2022,Catholic,Elementary,20,20,15,25,10,15,0,0,0,0,0,0,105
685011,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,115,105,100,110,430
697605,2021-2022,Catholic,Elementary,0,0,0,0,0,0,90,95,0,0,0,0,185
710660,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,65,80,65,85,295
710504,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,15,10,10,10,45
689730,2021-2022,Catholic,Elementary,0,0,0,0,0,0,10,10,0,0,0,0,20
701580,2021-2022,Catholic,Elementary,10,10,10,10,10,10,0,10,0,0,0,0,70
753068,2021-2022,Catholic,Elementary,10,20,25,20,30,25,15,20,0,0,0,0,165
728101,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
730440,2021-2022,Catholic,Elementary,10,10,0,10,0,0,0,0,0,0,0,0,30
854590,2021-2022,Catholic,Elementary,30,25,35,30,25,25,20,20,0,0,0,0,210
858366,2021-2022,Catholic,Elementary,15,10,20,10,15,20,0,0,0,0,0,0,90
860441,2021-2022,Catholic,Elementary,10,10,10,10,10,10,0,0,0,0,0,0,60
730335,2021-2022,Catholic,Elementary,20,15,30,20,20,25,30,15,0,0,0,0,175
781255,2021-2022,Catholic,Elementary,20,20,30,25,30,30,20,20,0,0,0,0,195
712592,2021-2022,Catholic,Elementary,35,30,30,30,35,40,0,0,0,0,0,0,200
718815,2021-2022,Catholic,Elementary,0,0,0,0,0,0,60,60,0,0,0,0,120
804392,2021-2022,Catholic,Elementary,0,0,0,0,0,0,155,140,0,0,0,0,295
733228,2021-2022,Catholic,Elementary,0,0,0,0,0,0,130,105,0,0,0,0,235
770396,2021-2022,Catholic,Elementary,0,0,0,0,0,0,80,90,0,0,0,0,170
767894,2021-2022,Catholic,Elementary,0,0,0,0,0,0,65,75,0,0,0,0,140
728807,2021-2022,Catholic,Elementary,0,0,0,0,0,0,160,165,0,0,0,0,325
723592,2021-2022,Catholic,Elementary,0,0,0,0,0,0,115,105,0,0,0,0,220
704920,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,120,110,105,115,450
728330,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,135,140,135,105,515
725684,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,115,110,70,95,390
752908,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,70,60,60,60,250
695050,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,155,125,140,140,560
752720,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,70,55,60,70,255
713740,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,80,75,70,95,320
705225,2021-2022,Catholic,Elementary,20,15,30,30,25,30,0,0,0,0,0,0,150
698202,2021-2022,Catholic,Elementary,10,10,10,10,10,10,0,0,0,0,0,0,60
753297,2021-2022,Catholic,Elementary,25,15,20,30,30,30,0,0,0,0,0,0,150
754102,2021-2022,Catholic,Elementary,55,85,60,75,85,70,0,0,0,0,0,0,430
725668,2021-2022,Catholic,Elementary,20,15,25,15,15,10,0,0,0,0,0,0,100
861367,2021-2022,Catholic,Elementary,45,50,50,45,35,50,0,0,0,0,0,0,275
737208,2021-2022,Catholic,Elementary,35,25,40,35,40,45,0,0,0,0,0,0,220
707465,2021-2022,Catholic,Elementary,20,25,15,15,10,10,0,0,0,0,0,0,95
750034,2021-2022,Catholic,Elementary,15,20,20,30,20,55,0,0,0,0,0,0,160
698075,2021-2022,Catholic,Elementary,25,25,30,20,15,20,0,0,0,0,0,0,135
766321,2021-2022,Catholic,Elementary,15,10,10,10,10,10,0,0,0,0,0,0,65
795186,2021-2022,Catholic,Elementary,25,15,15,10,25,20,0,0,0,0,0,0,110
798304,2021-2022,Catholic,Elementary,20,20,15,15,20,20,0,0,0,0,0,0,110
799998,2021-2022,Catholic,Elementary,20,30,35,30,25,30,0,0,0,0,0,0,170
753840,2021-2022,Catholic,Elementary,40,30,40,35,35,40,0,0,0,0,0,0,220
813257,2021-2022,Catholic,Elementary,25,25,30,25,25,25,0,0,0,0,0,0,155
697680,2021-2022,Catholic,Elementary,25,30,25,20,25,25,0,0,0,0,0,0,150
841595,2021-2022,Catholic,Elementary,25,15,15,30,20,20,0,0,0,0,0,0,125
857327,2021-2022,Catholic,Elementary,50,65,40,50,45,35,0,0,0,0,0,0,285
857459,2021-2022,Catholic,Elementary,25,25,30,35,35,25,0,0,0,0,0,0,175
697940,2021-2022,Catholic,Elementary,25,35,25,20,25,30,0,0,0,0,0,0,160
699373,2021-2022,Catholic,Elementary,35,30,25,20,30,30,0,0,0,0,0,0,170
863696,2021-2022,Catholic,Elementary,75,85,75,85,75,80,0,0,0,0,0,0,475
840947,2021-2022,Catholic,Elementary,70,60,70,45,65,50,0,0,0,0,0,0,360
860443,2021-2022,Catholic,Elementary,30,45,25,15,15,20,0,0,0,0,0,0,150
740225,2021-2022,Catholic,Elementary,10,0,10,0,10,0,0,10,0,0,0,0,40
722421,2021-2022,Catholic,Elementary,0,10,10,10,10,10,10,0,0,0,0,0,60
738417,2021-2022,Catholic,Elementary,15,10,10,10,10,10,10,10,0,0,0,0,85
808440,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
787779,2021-2022,Catholic,Elementary,35,35,30,45,30,40,0,0,0,0,0,0,215
821950,2021-2022,Catholic,Elementary,0,10,10,10,10,10,10,10,0,0,0,0,70
773778,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0,70
860515,2021-2022,Catholic,Elementary,0,0,0,0,0,0,40,45,0,0,0,0,85
705708,2021-2022,Catholic,Elementary,0,10,10,0,10,10,0,10,0,0,0,0,50
805076,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
701718,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,35,40,35,25,135
686638,2021-2022,Catholic,Elementary,25,25,20,30,25,25,0,0,0,0,0,0,150
686760,2021-2022,Catholic,Elementary,0,0,0,40,65,50,40,65,0,0,0,0,260
687677,2021-2022,Catholic,Elementary,25,15,20,15,20,15,10,15,0,0,0,0,135
687936,2021-2022,Catholic,Elementary,20,15,20,15,20,25,0,0,0,0,0,0,115
815377,2021-2022,Catholic,Elementary,0,0,0,0,0,0,40,55,0,0,0,0,95
685186,2021-2022,Catholic,Elementary,25,40,25,40,35,35,0,0,0,0,0,0,200
707996,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
723290,2021-2022,Catholic,Elementary,25,25,20,20,25,15,0,0,0,0,0,0,130
723169,2021-2022,Catholic,Elementary,35,25,35,30,0,0,0,0,0,0,0,0,125
805580,2021-2022,Catholic,Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0
740322,2021-2022,Catholic,Elementary,10,10,0,0,10,0,10,10,0,0,0,0,50
736422,2021-2022,Catholic,Elementary,10,10,10,0,10,10,10,10,0,0,0,0,70
724157,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,25,20,20,30,95
807796,2021-2022,Catholic,Elementary,25,30,30,25,30,20,30,15,0,0,0,0,205
798401,2021-2022,Catholic,Elementary,15,25,30,30,0,0,0,0,0,0,0,0,100
705322,2021-2022,Catholic,Elementary,0,0,0,0,30,30,125,105,0,0,0,0,290
835358,2021-2022,Catholic,Elementary,45,35,40,40,40,40,0,0,0,0,0,0,240
785466,2021-2022,Catholic,Elementary,15,10,10,10,10,15,10,10,0,0,0,0,90
836152,2021-2022,Catholic,Elementary,0,0,0,0,0,0,55,40,0,0,0,0,95
853291,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
787124,2021-2022,Catholic,Elementary,50,55,50,0,0,0,0,0,0,0,0,0,155
793108,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0,70
794708,2021-2022,Catholic,Elementary,15,20,20,30,15,10,0,0,0,0,0,0,110
815985,2021-2022,Catholic,Elementary,25,15,25,20,15,15,0,0,0,0,0,0,115
707309,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
819107,2021-2022,Catholic,Elementary,0,0,0,0,30,40,60,40,0,0,0,0,170
860310,2021-2022,Catholic,Elementary,10,10,10,10,0,0,0,0,0,0,0,0,40
863823,2021-2022,Catholic,Elementary,15,10,20,10,10,10,10,15,0,0,0,0,100
862752,2021-2022,Catholic,Elementary,0,0,0,0,0,0,15,20,0,0,0,0,35
698725,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,50,45,55,75,225
835005,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,10,40
711110,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,60,55,60,60,235
686085,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,15,45
822507,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,65,80,45,80,270
864650,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,175,170,160,175,680
705020,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,15,10,15,50
754190,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
855949,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,20,25,25,15,85
767978,2021-2022,Catholic,Elementary,0,0,0,0,0,0,25,30,0,0,0,0,55
705276,2021-2022,Catholic,Elementary,0,0,0,0,0,0,210,235,0,0,0,0,445
752550,2021-2022,Catholic,Elementary,0,0,0,0,0,0,265,255,0,0,0,0,520
750107,2021-2022,Catholic,Elementary,0,0,0,0,0,0,155,175,0,0,0,0,330
752576,2021-2022,Catholic,Elementary,0,0,0,0,0,0,215,195,0,0,0,0,410
696030,2021-2022,Catholic,Elementary,0,0,0,0,0,0,65,45,0,0,0,0,110
705241,2021-2022,Catholic,Elementary,0,0,0,0,0,0,60,50,0,0,0,0,110
752899,2021-2022,Catholic,Elementary,0,0,0,0,0,0,210,195,0,0,0,0,405
685986,2021-2022,Catholic,Elementary,0,0,0,0,0,0,240,215,0,0,0,0,455
718973,2021-2022,Catholic,Elementary,0,0,0,0,0,0,235,255,0,0,0,0,490
751120,2021-2022,Catholic,Elementary,0,0,0,0,0,0,185,200,0,0,0,0,385
705314,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,205,245,225,225,900
694827,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,135,140,125,125,525
695955,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,180,165,175,200,720
705233,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,265,265,225,250,1005
710903,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,200,165,170,185,720
696021,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,55,40,35,45,175
750085,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,35,45,50,35,165
846435,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,180,175,140,125,620
804005,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,15,10,10,10,45
758231,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,230,185,180,160,755
832670,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,215,205,185,200,805
705373,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,20,25,25,20,90
735632,2021-2022,Catholic,Elementary,25,25,25,25,25,30,0,0,0,0,0,0,155
731385,2021-2022,Catholic,Elementary,50,50,70,60,70,70,0,0,0,0,0,0,370
705047,2021-2022,Catholic,Elementary,45,50,60,60,50,65,0,0,0,0,0,0,330
866248,2021-2022,Catholic,Elementary,25,20,20,10,15,10,0,0,0,0,0,0,100
769765,2021-2022,Catholic,Elementary,55,50,60,55,55,60,0,0,0,0,0,0,335
705390,2021-2022,Catholic,Elementary,45,55,60,60,75,70,0,0,0,0,0,0,365
741671,2021-2022,Catholic,Elementary,45,45,30,35,40,45,0,0,0,0,0,0,240
764264,2021-2022,Catholic,Elementary,20,20,20,10,25,15,0,0,0,0,0,0,110
703168,2021-2022,Catholic,Elementary,70,55,60,55,45,65,0,0,0,0,0,0,350
705055,2021-2022,Catholic,Elementary,65,55,60,70,55,55,0,0,0,0,0,0,360
864730,2021-2022,Catholic,Elementary,35,45,45,45,40,50,0,0,0,0,0,0,260
701688,2021-2022,Catholic,Elementary,25,30,40,35,35,30,0,0,0,0,0,0,195
722901,2021-2022,Catholic,Elementary,35,35,30,30,30,25,0,0,0,0,0,0,185
705136,2021-2022,Catholic,Elementary,30,30,30,50,30,45,0,0,0,0,0,0,215
696005,2021-2022,Catholic,Elementary,80,65,50,85,75,60,0,0,0,0,0,0,415
744957,2021-2022,Catholic,Elementary,35,25,35,45,50,25,0,0,0,0,0,0,215
701670,2021-2022,Catholic,Elementary,30,25,20,20,20,10,10,10,0,0,0,0,145
865648,2021-2022,Catholic,Elementary,45,35,50,40,45,50,0,0,0,0,0,0,265
725536,2021-2022,Catholic,Elementary,65,50,60,55,60,60,0,0,0,0,0,0,350
734314,2021-2022,Catholic,Elementary,30,60,45,60,55,55,0,0,0,0,0,0,305
753157,2021-2022,Catholic,Elementary,30,35,25,35,35,30,0,0,0,0,0,0,190
705420,2021-2022,Catholic,Elementary,45,40,30,35,35,40,0,0,0,0,0,0,225
732397,2021-2022,Catholic,Elementary,80,65,60,70,70,60,0,0,0,0,0,0,405
761251,2021-2022,Catholic,Elementary,20,20,20,25,10,15,10,10,0,0,0,0,130
735920,2021-2022,Catholic,Elementary,60,65,55,60,50,55,0,0,0,0,0,0,345
796656,2021-2022,Catholic,Elementary,55,60,60,65,60,65,0,0,0,0,0,0,365
688762,2021-2022,Catholic,Elementary,35,45,45,50,40,50,0,0,0,0,0,0,265
